time           Mn         Mw         D
7703.52        2.56106     2.84006     1.10894
7704.21        2.56094     2.83992     1.10894
7705.03        2.5612     2.84012     1.1089
7706.73        2.56108     2.83998     1.1089
7707.29        2.56096     2.83984     1.1089
7708.97        2.56084     2.8397     1.1089
7711.16        2.5611     2.8399     1.10886
7711.88        2.56136     2.8401     1.10883
7712.09        2.56162     2.8403     1.10879
7712.18        2.5615     2.84016     1.10879
7714.61        2.56176     2.84036     1.10876
7716.58        2.56303     2.84268     1.10911
7717.45        2.56329     2.84287     1.10907
7725.89        2.56317     2.84273     1.10907
7726.14        2.56305     2.8426     1.10907
7736.24        2.56331     2.84279     1.10903
7736.65        2.56357     2.84299     1.109 
7736.86        2.56404     2.8437     1.10907
7739.95        2.56392     2.84356     1.10907
7739.98        2.5638     2.84342     1.10907
7740.04        2.56368     2.84328     1.10906
7740.38        2.56356     2.84314     1.10906
7740.55        2.56344     2.843      1.10906
7744.04        2.5637     2.8432     1.10902
7744.61        2.56358     2.84306     1.10902
7746.51        2.56346     2.84292     1.10902
7749.33        2.56334     2.84278     1.10901
7749.82        2.56322     2.84264     1.10901
7750.22        2.5631     2.8425     1.10901
7751.65        2.56298     2.84236     1.10901
7751.73        2.56286     2.84222     1.109 
7753.3         2.56312     2.84242     1.10897
7754.8         2.563      2.84228     1.10897
7754.85        2.56288     2.84214     1.10896
7755.82        2.56276     2.84201     1.10896
7761.96        2.56323     2.84271     1.10903
7763.14        2.56311     2.84257     1.10903
7763.14        2.56358     2.84328     1.1091
7766.81        2.56346     2.84314     1.1091
7772.16        2.56334     2.843      1.1091
7773.16        2.56381     2.8437     1.10917
7775.46        2.56369     2.84356     1.10917
7775.67        2.56357     2.84342     1.10916
7778.25        2.56346     2.84329     1.10916
7779.77        2.56371     2.84348     1.10913
7782.46        2.56397     2.84368     1.10909
7782.49        2.56444     2.84438     1.10916
7784.69        2.56469     2.84458     1.10913
7786.22        2.56495     2.84478     1.1091
7787.23        2.56664     2.84882     1.10994
7787.6         2.56652     2.84868     1.10994
7790.1         2.5672     2.85013     1.11021
7790.39        2.56745     2.85033     1.11018
7799.03        2.56733     2.85019     1.11017
7800.34        2.56721     2.85005     1.11017
7801.83        2.56768     2.85075     1.11024
7804.41        2.56794     2.85094     1.11021
7806.06        2.56782     2.8508     1.1102
7808.73        2.5677     2.85066     1.1102
7811.29        2.56758     2.85052     1.1102
7811.71        2.56746     2.85039     1.1102
7812.51        2.56734     2.85025     1.11019
7813.6         2.5676     2.85044     1.11016
7815.32        2.56748     2.8503     1.11016
7815.83        2.56773     2.8505     1.11012
7821.34        2.56761     2.85036     1.11012
7822.41        2.56787     2.85055     1.11008
7822.96        2.56833     2.85125     1.11015
7825.65        2.56859     2.85144     1.11012
7825.74        2.56847     2.8513     1.11012
7828.94        2.56873     2.8515     1.11008
7829.95        2.56861     2.85136     1.11008
7831.26        2.56849     2.85122     1.11008
7837.11        2.56837     2.85108     1.11007
7837.9         2.56862     2.85127     1.11004
7838.17        2.56888     2.85147     1.11  
7839.79        2.56913     2.85166     1.10997
7841.02        2.56939     2.85185     1.10994
7841.35        2.56927     2.85172     1.10993
7844.23        2.56915     2.85158     1.10993
7845.91        2.56903     2.85144     1.10993
7847.44        2.56891     2.8513     1.10992
7847.79        2.56879     2.85116     1.10992
7847.88        2.56867     2.85102     1.10992
7848.22        2.56855     2.85088     1.10992
7849.91        2.56843     2.85074     1.10991
7853.75        2.56869     2.85094     1.10988
7853.83        2.56894     2.85113     1.10985
7859.41        2.56962     2.85257     1.11011
7860.75        2.56987     2.85276     1.11008
7865.79        2.57013     2.85296     1.11005
7867.72        2.57001     2.85282     1.11004
7868.53        2.56989     2.85268     1.11004
7873.68        2.56977     2.85254     1.11004
7873.95        2.57002     2.85273     1.11  
7875.57        2.57028     2.85293     1.10997
7880.81        2.57016     2.85279     1.10997
7881.11        2.57083     2.85422     1.11023
7881.54        2.57071     2.85409     1.11023
7882.46        2.57059     2.85395     1.11023
7887.52        2.57106     2.85464     1.1103
7892.14        2.57231     2.8569     1.11064
7892.86        2.57256     2.8571     1.1106
7895.54        2.57424     2.86109     1.11143
7902.26        2.57412     2.86095     1.11143
7902.35        2.57437     2.86114     1.11139
7903.99        2.57425     2.861      1.11139
7904.6         2.57413     2.86086     1.11139
7912.65        2.57497     2.86188     1.11142
7913.84        2.57485     2.86174     1.11142
7914.49        2.57473     2.8616     1.11142
7914.6         2.57461     2.86146     1.11142
7915.83        2.57486     2.86165     1.11138
7918.03        2.57474     2.86151     1.11138
7918.65        2.57462     2.86137     1.11138
7924.97        2.57508     2.86206     1.11144
7925.64        2.57496     2.86192     1.11144
7929.81        2.57542     2.86261     1.11151
7930.11        2.5753     2.86247     1.11151
7933.32        2.57556     2.86266     1.11147
7934.4         2.57581     2.86285     1.11144
7944.09        2.57569     2.86271     1.11143
7949.88        2.57557     2.86257     1.11143
7953.05        2.57545     2.86243     1.11143
7958.57        2.5757     2.86262     1.11139
7959.7         2.57595     2.86281     1.11136
7965.97        2.57583     2.86267     1.11136
7966.27        2.57629     2.86335     1.11142
7966.34        2.57655     2.86354     1.11139
7969.74        2.57643     2.8634     1.11138
7972.45        2.57668     2.86359     1.11135
7972.62        2.57656     2.86345     1.11135
7974.99        2.57781     2.8657     1.11168
7975.5         2.57989     2.87186     1.11317
7976.83        2.57977     2.87172     1.11317
7981.83        2.57965     2.87158     1.11317
7982.21        2.5799     2.87176     1.11313
7984.83        2.58036     2.87245     1.1132
7984.92        2.58024     2.8723     1.11319
7985.34        2.58107     2.87331     1.11322
7985.55        2.58132     2.8735     1.11319
7988.58        2.5812     2.87336     1.11319
7990.13        2.58145     2.87355     1.11315
7991.48        2.5817     2.87373     1.11311
7992.34        2.58158     2.87359     1.11311
8000.17        2.58146     2.87345     1.11311
8000.23        2.58134     2.87331     1.11311
8000.37        2.58122     2.87317     1.1131
8001.73        2.58147     2.87336     1.11307
8002.8         2.58135     2.87322     1.11307
8004.59        2.58181     2.87389     1.11313
8004.78        2.58248     2.87531     1.11339
8007.55        2.58236     2.87517     1.11339
8010.78        2.58281     2.87584     1.11345
8012.97        2.58269     2.8757     1.11345
8017.95        2.58257     2.87556     1.11345
8020.04        2.58282     2.87575     1.11341
8020.88        2.58307     2.87593     1.11338
8022.16        2.58295     2.87579     1.11337
8022.97        2.58378     2.8768     1.1134
8027.46        2.58366     2.87666     1.1134
8033.24        2.58532     2.88058     1.11421
8034.47        2.58557     2.88077     1.11417
8036.09        2.58582     2.88095     1.11413
8036.88        2.5857     2.88081     1.11413
8038.98        2.58595     2.881      1.1141
8039.77        2.58641     2.88167     1.11416
8039.8         2.58629     2.88153     1.11416
8045.72        2.58654     2.88171     1.11412
8045.8         2.58641     2.88157     1.11412
8046.06        2.58666     2.88175     1.11408
8051.26        2.58654     2.88161     1.11408
8061.97        2.58642     2.88147     1.11408
8062.35        2.5863     2.88133     1.11407
8062.35        2.58618     2.88119     1.11407
8063.84        2.58643     2.88137     1.11404
8069.68        2.58668     2.88156     1.114 
8071.99        2.58656     2.88142     1.114 
8072.72        2.5878     2.88363     1.11432
8073.61        2.58768     2.88349     1.11432
8075.19        2.58755     2.88335     1.11431
8078.12        2.58801     2.88402     1.11438
8078.92        2.58966     2.88793     1.11517
8080.54        2.58954     2.88778     1.11517
8084.37        2.58942     2.88764     1.11517
8087.22        2.58967     2.88783     1.11513
8089.79        2.58955     2.88768     1.11513
8090.8         2.58943     2.88754     1.11513
8093.19        2.58967     2.88772     1.11509
8094.98        2.58955     2.88758     1.11509
8096.05        2.59038     2.88857     1.11512
8096.75        2.59063     2.88876     1.11508
8102.43        2.59051     2.88861     1.11508
8103.22        2.59075     2.8888     1.11504
8103.67        2.591      2.88898     1.115 
8106.54        2.59088     2.88884     1.115 
8107.72        2.59076     2.88869     1.115 
8109.24        2.59101     2.88888     1.11496
8109.68        2.59126     2.88906     1.11493
8116.46        2.5915     2.88924     1.11489
8117.14        2.59138     2.8891     1.11489
8119.94        2.59163     2.88928     1.11485
8125.86        2.59208     2.88994     1.11491
8125.9         2.59196     2.8898     1.11491
8126.4         2.59221     2.88998     1.11487
8129.66        2.59209     2.88984     1.11487
8130.62        2.59197     2.8897     1.11487
8139.34        2.59185     2.88956     1.11487
8141.66        2.59172     2.88942     1.11486
8144.06        2.59197     2.8896     1.11483
8146.74        2.59222     2.88978     1.11479
8152.25        2.5921     2.88964     1.11479
8152.4         2.59198     2.8895     1.11479
8153.51        2.59243     2.89016     1.11485
8154.04        2.59231     2.89002     1.11485
8155.51        2.59313     2.89101     1.11487
8156.16        2.59338     2.89119     1.11484
8157.42        2.59326     2.89105     1.11483
8157.67        2.59313     2.89091     1.11483
8159.28        2.59338     2.89109     1.11479
8161.42        2.59326     2.89095     1.11479
8162.02        2.59314     2.8908     1.11479
8170.6         2.59396     2.89179     1.11482
8172.36        2.59384     2.89165     1.11481
8174.1         2.59429     2.89231     1.11488
8175.38        2.59417     2.89217     1.11487
8177.4         2.59405     2.89203     1.11487
8180.23        2.59392     2.89189     1.11487
8187.79        2.59417     2.89207     1.11483
8187.87        2.59442     2.89225     1.1148
8189.69        2.59466     2.89243     1.11476
8190.72        2.59512     2.89309     1.11482
8193.41        2.59499     2.89295     1.11482
8199.33        2.59487     2.89281     1.11482
8200.01        2.59512     2.89299     1.11478
8202.9         2.595      2.89284     1.11478
8205.69        2.59487     2.8927     1.11478
8206.04        2.59512     2.89288     1.11474
8206.61        2.59537     2.89306     1.1147
8210.11        2.59525     2.89292     1.1147
8210.59        2.59648     2.8951     1.11501
8216.61        2.59635     2.89496     1.11501
8221.48        2.59623     2.89482     1.11501
8223.57        2.59648     2.895      1.11497
8230.71        2.59734     2.89733     1.1155
8230.82        2.59779     2.89799     1.11556
8231           2.59803     2.89817     1.11552
8233.31        2.59828     2.89835     1.11549
8234.87        2.59853     2.89852     1.11545
8240.56        2.5984     2.89838     1.11545
8240.6         2.59922     2.89936     1.11547
8241.94        2.59947     2.89954     1.11543
8245.18        2.60111     2.90338     1.11621
8245.93        2.60156     2.90403     1.11627
8246.11        2.6018     2.90421     1.11623
8248.87        2.60168     2.90407     1.11623
8251           2.60155     2.90392     1.11623
8252.07        2.602      2.90458     1.11629
8257.27        2.60282     2.90555     1.11631
8259.94        2.60307     2.90573     1.11627
8260.62        2.60413     2.90923     1.11716
8261.95        2.60495     2.9102     1.11718
8264.24        2.6054     2.91085     1.11724
8265.61        2.60527     2.91071     1.11724
8267.09        2.60515     2.91057     1.11724
8268.09        2.60539     2.91074     1.1172
8272.18        2.60527     2.9106     1.1172
8272.59        2.60552     2.91077     1.11716
8273.54        2.60576     2.91095     1.11712
8274.22        2.606      2.91112     1.11708
8274.77        2.60588     2.91098     1.11708
8276.67        2.60576     2.91084     1.11708
8279.34        2.60563     2.91069     1.11708
8281.26        2.60608     2.91134     1.11713
8293.93        2.60694     2.91365     1.11765
8294.45        2.60681     2.91351     1.11765
8295.43        2.60669     2.91337     1.11765
8295.86        2.60792     2.91552     1.11795
8298.84        2.60873     2.91648     1.11797
8300.39        2.60898     2.91666     1.11793
8300.95        2.60942     2.9173     1.11799
8301.72        2.60967     2.91748     1.11795
8302.87        2.60954     2.91733     1.11795
8306.73        2.60979     2.91751     1.11791
8307.7         2.60966     2.91736     1.11791
8307.91        2.60991     2.91754     1.11787
8308.11        2.61015     2.91771     1.11783
8308.13        2.61039     2.91788     1.11779
8313.75        2.61064     2.91805     1.11776
8315.56        2.61051     2.91791     1.11775
8316.01        2.61075     2.91808     1.11772
8321.8         2.61063     2.91794     1.11771
8322.37        2.61051     2.91779     1.11771
8322.41        2.61234     2.92206     1.11856
8325.89        2.61221     2.92192     1.11856
8327.22        2.61209     2.92177     1.11856
8328.79        2.61233     2.92194     1.11852
8330.2         2.61278     2.92259     1.11857
8330.21        2.61265     2.92245     1.11857
8330.37        2.61347     2.9234     1.11859
8331.1         2.61452     2.92687     1.11946
8333.05        2.6144     2.92672     1.11946
8333.27        2.61427     2.92658     1.11946
8340.29        2.61472     2.92722     1.11952
8342.71        2.61459     2.92707     1.11951
8342.95        2.61484     2.92724     1.11947
8343.58        2.61471     2.9271     1.11947
8344.75        2.61495     2.92727     1.11943
8345.95        2.61617     2.9294     1.11973
8346.04        2.61662     2.93004     1.11978
8348.91        2.61649     2.9299     1.11978
8349.92        2.61637     2.92975     1.11978
8351.69        2.61624     2.92961     1.11978
8351.78        2.61649     2.92978     1.11974
8353.3         2.61673     2.92995     1.1197
8355.71        2.6166     2.9298     1.1197
8355.73        2.61684     2.92997     1.11966
8355.81        2.61672     2.92983     1.11966
8358.18        2.61659     2.92968     1.11965
8360.88        2.61647     2.92954     1.11965
8362.77        2.61671     2.92971     1.11961
8363.26        2.61659     2.92956     1.11961
8364.62        2.61683     2.92973     1.11957
8365.37        2.6167     2.92959     1.11957
8366.87        2.61751     2.93054     1.11959
8369.98        2.61739     2.93039     1.11959
8377.86        2.61726     2.93025     1.11959
8379.33        2.61848     2.93237     1.11988
8379.54        2.61929     2.93332     1.11989
8383.7         2.61953     2.93349     1.11985
8386.65        2.61977     2.93366     1.11981
8394.54        2.61965     2.93351     1.11981
8398.44        2.62046     2.93446     1.11983
8400.2         2.62033     2.93431     1.11983
8400.66        2.62057     2.93448     1.11979
8401.55        2.62045     2.93434     1.11979
8401.87        2.62089     2.93497     1.11984
8402.37        2.62076     2.93483     1.11984
8403.52        2.62064     2.93468     1.11984
8404.13        2.62088     2.93485     1.1198
8405.04        2.62112     2.93502     1.11976
8406.41        2.62136     2.93519     1.11972
8407.46        2.62123     2.93504     1.11972
8408.05        2.62168     2.93568     1.11977
8409.99        2.62155     2.93553     1.11977
8412.76        2.62179     2.9357     1.11973
8419.65        2.6226     2.93664     1.11974
8422.14        2.62247     2.9365     1.11974
8422.39        2.62235     2.93635     1.11974
8425.49        2.62259     2.93652     1.1197
8427.49        2.62303     2.93715     1.11976
8427.68        2.62327     2.93732     1.11972
8432.71        2.62351     2.93749     1.11968
8433.43        2.62338     2.93734     1.11968
8436.64        2.62326     2.9372     1.11967
8440.12        2.62313     2.93705     1.11967
8441.49        2.62301     2.93691     1.11967
8442.87        2.62381     2.93785     1.11969
8446.78        2.62405     2.93802     1.11965
8446.82        2.62429     2.93818     1.11961
8448.62        2.62417     2.93804     1.11961
8448.96        2.62404     2.93789     1.11961
8450.2         2.62392     2.93775     1.11961
8451.1         2.62416     2.93792     1.11957
8452.23        2.62403     2.93777     1.11956
8453.36        2.62427     2.93794     1.11953
8458.12        2.62451     2.9381     1.11949
8458.29        2.62438     2.93796     1.11949
8459.48        2.62462     2.93812     1.11945
8464.96        2.62486     2.93829     1.11941
8466.37        2.6251     2.93845     1.11937
8467.74        2.62554     2.93908     1.11942
8469.25        2.62542     2.93894     1.11942
8471.64        2.62565     2.93911     1.11938
8472.27        2.62553     2.93896     1.11938
8477.27        2.62577     2.93913     1.11934
8478.98        2.62601     2.93929     1.1193
8480.01        2.62588     2.93915     1.1193
8483.83        2.62575     2.939      1.1193
8484.39        2.62563     2.93886     1.1193
8485.19        2.6255     2.93872     1.1193
8490.44        2.62574     2.93888     1.11926
8491.89        2.62562     2.93874     1.11926
8499.68        2.62606     2.93937     1.11931
8500.3         2.6269     2.94161     1.1198
8506.16        2.62714     2.94178     1.11977
8506.49        2.62701     2.94163     1.11976
8509.61        2.62725     2.9418     1.11972
8509.92        2.62809     2.94404     1.12022
8510.12        2.62796     2.94389     1.12022
8517.11        2.62784     2.94375     1.12022
8518.56        2.62771     2.9436     1.12022
8521.37        2.62795     2.94377     1.12018
8525.15        2.62915     2.94586     1.12046
8528.57        2.62903     2.94571     1.12046
8529.04        2.6289     2.94557     1.12046
8533.81        2.62914     2.94573     1.12042
8534.43        2.62901     2.94558     1.12041
8534.73        2.62889     2.94544     1.12041
8536.37        2.62876     2.9453     1.12041
8536.97        2.62863     2.94515     1.12041
8538.94        2.62887     2.94532     1.12037
8541.37        2.62875     2.94517     1.12037
8546.1         2.62862     2.94503     1.12037
8548.32        2.62942     2.94596     1.12038
8556.36        2.63006     2.94727     1.12061
8556.65        2.62993     2.94713     1.12061
8557.05        2.63017     2.94729     1.12057
8560.03        2.63005     2.94715     1.12057
8564.2         2.63028     2.94731     1.12053
8564.88        2.63092     2.94862     1.12076
8568.15        2.63116     2.94878     1.12072
8569.37        2.63103     2.94864     1.12072
8572.34        2.63183     2.94957     1.12073
8572.45        2.63171     2.94942     1.12073
8576.97        2.63158     2.94928     1.12073
8582.42        2.63145     2.94913     1.12072
8585.42        2.63169     2.94929     1.12068
8589.19        2.63156     2.94915     1.12068
8592.48        2.63144     2.94901     1.12068
8594           2.63224     2.94993     1.12069
8595.4         2.63267     2.95055     1.12074
8596.6         2.63291     2.95072     1.12071
8601.97        2.63315     2.95088     1.12067
8602.48        2.63395     2.9518     1.12068
8602.61        2.63418     2.95196     1.12064
8603.41        2.63406     2.95182     1.12064
8607.13        2.63393     2.95167     1.12064
8607.38        2.6338     2.95153     1.12063
8610.14        2.63404     2.95169     1.1206
8611.86        2.63391     2.95155     1.12059
8612.27        2.63435     2.95217     1.12064
8614.23        2.63422     2.95202     1.12064
8615.31        2.6341     2.95188     1.12064
8616.84        2.63433     2.95204     1.1206
8617.85        2.63553     2.9541     1.12088
8618.46        2.6354     2.95396     1.12088
8620.18        2.63528     2.95382     1.12088
8626.2         2.63571     2.95443     1.12092
8626.43        2.63751     2.95855     1.12172
8626.73        2.63774     2.95871     1.12168
8627.28        2.64014     2.96555     1.12326
8627.7         2.64037     2.9657     1.12321
8630.65        2.64061     2.96586     1.12317
8633.67        2.64048     2.96572     1.12317
8634.38        2.64035     2.96557     1.12317
8638.68        2.64079     2.96618     1.12322
8639.28        2.64102     2.96634     1.12318
8639.96        2.64126     2.9665     1.12314
8644.19        2.64113     2.96635     1.12314
8647.04        2.641      2.96621     1.12314
8648.16        2.64087     2.96606     1.12314
8648.43        2.64074     2.96591     1.12314
8654.56        2.64098     2.96607     1.12309
8655.17        2.64085     2.96593     1.12309
8657.09        2.64129     2.96654     1.12314
8659.06        2.64116     2.96639     1.12314
8668.35        2.64103     2.96625     1.12314
8670.83        2.6409     2.9661     1.12314
8671.99        2.64134     2.96671     1.12319
8675.7         2.64157     2.96687     1.12315
8678.17        2.64181     2.96703     1.12311
8680.39        2.64168     2.96688     1.1231
8682.7         2.64247     2.96779     1.12311
8684.05        2.64235     2.96765     1.12311
8687.35        2.64222     2.9675     1.12311
8688.25        2.64245     2.96766     1.12307
8690.87        2.64232     2.96751     1.12307
8692.76        2.64256     2.96767     1.12303
8693.29        2.64243     2.96752     1.12303
8698.75        2.6423     2.96738     1.12303
8701.64        2.64254     2.96753     1.12299
8701.83        2.64241     2.96739     1.12299
8702.65        2.64264     2.96755     1.12295
8703.99        2.64252     2.9674     1.12294
8704.02        2.64275     2.96756     1.1229
8705.72        2.64262     2.96741     1.1229
8707.52        2.64306     2.96802     1.12295
8709.31        2.64293     2.96788     1.12295
8711.42        2.6428     2.96773     1.12295
8712.85        2.64267     2.96758     1.12295
8713.92        2.64255     2.96744     1.12295
8714.49        2.64298     2.96805     1.12299
8716.33        2.64285     2.9679     1.12299
8718.95        2.64272     2.96776     1.12299
8719.35        2.64296     2.96791     1.12295
8719.48        2.64319     2.96807     1.12291
8720.26        2.64306     2.96792     1.12291
8723.57        2.64293     2.96778     1.12291
8723.77        2.64281     2.96763     1.12291
8723.99        2.64268     2.96749     1.12291
8727.34        2.64291     2.96765     1.12287
8729.22        2.64279     2.9675     1.12287
8731.49        2.64266     2.96736     1.12287
8734.78        2.64289     2.96751     1.12283
8736.24        2.64332     2.96812     1.12287
8739.78        2.6432     2.96797     1.12287
8742.7         2.64343     2.96813     1.12283
8745.84        2.64366     2.96828     1.12279
8746.79        2.64353     2.96814     1.12279
8749.35        2.64377     2.9683     1.12275
8760.07        2.64364     2.96815     1.12275
8761.87        2.64351     2.96801     1.12275
8761.99        2.64339     2.96786     1.12275
8764.86        2.64362     2.96802     1.12271
8765.84        2.64349     2.96787     1.12271
8766.41        2.64468     2.9699     1.12297
8769.95        2.64455     2.96976     1.12297
8770.48        2.64442     2.96961     1.12297
8771.21        2.64466     2.96977     1.12293
8773.91        2.64453     2.96962     1.12293
8774.06        2.6444     2.96948     1.12293
8774.22        2.64427     2.96933     1.12293
8774.44        2.64506     2.97024     1.12294
8775.58        2.64529     2.97039     1.1229
8777.54        2.64592     2.97167     1.12311
8781.02        2.64615     2.97182     1.12307
8783.93        2.64658     2.97243     1.12312
8785.6         2.64682     2.97258     1.12308
8786.77        2.64705     2.97274     1.12304
8790.55        2.64692     2.97259     1.12304
8792.49        2.64679     2.97245     1.12304
8793.01        2.64666     2.9723     1.12304
8795.14        2.6469     2.97246     1.123 
8797.51        2.64733     2.97306     1.12304
8806.02        2.6472     2.97291     1.12304
8806.9         2.64743     2.97307     1.123 
8813.56        2.6473     2.97292     1.123 
8815.92        2.64717     2.97278     1.123 
8817.08        2.64741     2.97293     1.12296
8817.79        2.64764     2.97309     1.12292
8820.16        2.64787     2.97324     1.12288
8821.27        2.6481     2.97339     1.12284
8821.38        2.64797     2.97325     1.12284
8827.12        2.64785     2.9731     1.12284
8830.22        2.64772     2.97296     1.12284
8834.96        2.64851     2.97386     1.12284
8836.02        2.64838     2.97371     1.12284
8839.79        2.64881     2.97431     1.12289
8841.05        2.64868     2.97417     1.12289
8844.13        2.64855     2.97403     1.12289
8846.85        2.64842     2.97388     1.12289
8846.93        2.64885     2.97448     1.12293
8847.25        2.64872     2.97434     1.12293
8849.51        2.6486     2.97419     1.12293
8856.08        2.64847     2.97405     1.12293
8859.22        2.64925     2.97494     1.12294
8860.91        2.64948     2.9751     1.1229
8863.87        2.65011     2.97637     1.12311
8864.11        2.65034     2.97652     1.12307
8865.26        2.65152     2.97853     1.12333
8870.79        2.65175     2.97868     1.12329
8875.71        2.65253     2.97957     1.12329
8876.97        2.6524     2.97943     1.12329
8878.11        2.65263     2.97958     1.12325
8878.13        2.65251     2.97944     1.12325
8878.18        2.65238     2.97929     1.12325
8879.72        2.65261     2.97944     1.12321
8882.33        2.65248     2.9793     1.12321
8884.76        2.65235     2.97915     1.12321
8886.13        2.65258     2.9793     1.12317
8886.27        2.65246     2.97916     1.12317
8888.12        2.65233     2.97902     1.12317
8888.2         2.6522     2.97887     1.12317
8889.6         2.65243     2.97902     1.12313
8889.75        2.6523     2.97888     1.12313
8889.81        2.65253     2.97903     1.12309
8891.6         2.65276     2.97918     1.12305
8891.81        2.65338     2.98044     1.12326
8892.25        2.65361     2.98059     1.12322
8894.43        2.65348     2.98045     1.12322
8899.8         2.65371     2.9806     1.12318
8901.5         2.65359     2.98046     1.12318
8901.63        2.65382     2.98061     1.12314
8902.04        2.65369     2.98046     1.12314
8902.34        2.65356     2.98032     1.12314
8903.51        2.65343     2.98017     1.12314
8905.56        2.65366     2.98032     1.1231
8906.73        2.65428     2.98158     1.12331
8907.99        2.65471     2.98218     1.12335
8913.76        2.65458     2.98203     1.12335
8913.77        2.65445     2.98189     1.12335
8914.2         2.65432     2.98174     1.12335
8918.93        2.6542     2.9816     1.12335
8919.62        2.65407     2.98145     1.12335
8921.63        2.65394     2.98131     1.12335
8925.28        2.65436     2.9819     1.1234
8926.53        2.65459     2.98205     1.12336
8926.72        2.65482     2.9822     1.12332
8928.96        2.65505     2.98235     1.12328
8930           2.65492     2.98221     1.12328
8937.97        2.65515     2.98236     1.12323
8944.78        2.65502     2.98222     1.12323
8944.79        2.65545     2.98281     1.12328
8945.45        2.65568     2.98296     1.12324
8945.71        2.65555     2.98281     1.12324
8950.59        2.65578     2.98296     1.1232
8952.42        2.65601     2.98311     1.12316
8953.59        2.65623     2.98326     1.12312
8957.39        2.65646     2.98341     1.12308
8957.74        2.65634     2.98327     1.12308
8957.78        2.65656     2.98342     1.12304
8958.33        2.65812     2.98695     1.12371
8959.76        2.65799     2.9868     1.12371
8960.3         2.65822     2.98695     1.12367
8962.91        2.65809     2.98681     1.12366
8964.5         2.65871     2.98806     1.12387
8964.57        2.65858     2.98791     1.12387
8965.66        2.65901     2.9885     1.12392
8966.82        2.65888     2.98836     1.12392
8968.13        2.65911     2.98851     1.12388
8970.65        2.65898     2.98836     1.12388
8971.11        2.65921     2.98851     1.12384
8971.95        2.66037     2.99049     1.12409
8973.48        2.6606     2.99064     1.12405
8977.18        2.66102     2.99122     1.12409
8982.02        2.66089     2.99108     1.12409
8986.3         2.66077     2.99094     1.12409
8986.74        2.66154     2.99181     1.12409
8991.93        2.66177     2.99196     1.12405
8995.78        2.66164     2.99182     1.12405
8997.71        2.66151     2.99167     1.12405
9001.56        2.66174     2.99182     1.12401
9004.31        2.66161     2.99168     1.12401
9008.8         2.66148     2.99153     1.12401
9009.89        2.66171     2.99168     1.12397
9010           2.66158     2.99153     1.12397
9012.39        2.6622     2.99278     1.12417
9013.02        2.66207     2.99263     1.12417
9013.08        2.66194     2.99249     1.12417
9015.28        2.66181     2.99234     1.12417
9016.58        2.66223     2.99293     1.12422
9017.22        2.66266     2.99351     1.12426
9032.16        2.66253     2.99337     1.12426
9034.9         2.66275     2.99351     1.12422
9036.66        2.66298     2.99366     1.12418
9036.92        2.66285     2.99352     1.12418
9040.23        2.66308     2.99366     1.12414
9043.32        2.6635     2.99425     1.12418
9048.11        2.66373     2.99439     1.12414
9048.88        2.6636     2.99425     1.12414
9050.37        2.66347     2.9941     1.12414
9053.06        2.66334     2.99396     1.12414
9054.58        2.66321     2.99382     1.12414
9057.6         2.66308     2.99367     1.12414
9058.47        2.66386     2.99455     1.12414
9062.77        2.66373     2.9944     1.12414
9065.17        2.66415     2.99498     1.12418
9066.88        2.66402     2.99484     1.12418
9069.73        2.66389     2.99469     1.12418
9069.88        2.66412     2.99484     1.12414
9073.28        2.66434     2.99499     1.1241
9073.5         2.66457     2.99513     1.12406
9074.88        2.66444     2.99499     1.12406
9075.37        2.6656     2.99695     1.12431
9075.96        2.66583     2.9971     1.12426
9078.3         2.66605     2.99724     1.12422
9083.9         2.66647     2.99782     1.12427
9089.15        2.6667     2.99797     1.12422
9090.92        2.66657     2.99782     1.12422
9097.09        2.66718     2.99906     1.12443
9097.82        2.66741     2.9992     1.12439
9098.7         2.66728     2.99906     1.12439
9099.3         2.66715     2.99891     1.12439
9104.67        2.66738     2.99906     1.12435
9106.04        2.66725     2.99891     1.12435
9106.9         2.66712     2.99877     1.12435
9108.07        2.66734     2.99891     1.12431
9113.74        2.66776     2.99949     1.12435
9114.27        2.66799     2.99964     1.12431
9114.91        2.66786     2.99949     1.12431
9116.06        2.66773     2.99935     1.12431
9117.66        2.6676     2.9992     1.12431
9122.15        2.66802     2.99978     1.12435
9122.88        2.66918     3.00174     1.12459
9124.84        2.6694     3.00188     1.12455
9126.96        2.66982     3.00246     1.12459
9129.51        2.66969     3.00231     1.12459
9132.53        2.66991     3.00246     1.12455
9132.62        2.66978     3.00231     1.12455
9133.24        2.6702     3.00289     1.12459
9134.45        2.67097     3.00375     1.12459
9139.25        2.67175     3.00462     1.12459
9140.43        2.67236     3.00585     1.12479
9140.63        2.67277     3.00642     1.12483
9143.82        2.67264     3.00628     1.12483
9145.16        2.67251     3.00613     1.12483
9150.89        2.67274     3.00627     1.12479
9153.58        2.67315     3.00685     1.12483
9160.2         2.67357     3.00742     1.12487
9160.29        2.67344     3.00728     1.12487
9160.91        2.67331     3.00713     1.12487
9164.92        2.67354     3.00728     1.12483
9167.62        2.67376     3.00742     1.12479
9170.41        2.67363     3.00727     1.12479
9171.41        2.6735     3.00713     1.12479
9173.03        2.67337     3.00698     1.12479
9173.27        2.6736     3.00713     1.12475
9175.85        2.67347     3.00698     1.12475
9178.27        2.67334     3.00684     1.12475
