time           Mn         Mw         D
1197.77        2.08445     2.13029     1.02199
1197.96        2.08437     2.13017     1.02197
1198.94        2.08429     2.13006     1.02196
1199.04        2.08421     2.12994     1.02194
1201.29        2.08413     2.12982     1.02192
1203.77        2.08405     2.1297     1.0219
1203.92        2.08397     2.12958     1.02189
1204.84        2.08389     2.12946     1.02187
1205.72        2.08381     2.12934     1.02185
1207.7         2.08373     2.12922     1.02183
1209.47        2.08512     2.13113     1.02207
1210.11        2.08504     2.13101     1.02205
1214.2         2.08495     2.13089     1.02203
1214.28        2.08487     2.13077     1.02201
1215.77        2.08479     2.13065     1.022 
1216.3         2.08471     2.13053     1.02198
1216.49        2.08609     2.13243     1.02221
1217.08        2.08601     2.13231     1.02219
1217.19        2.08593     2.13219     1.02218
1217.21        2.08585     2.13207     1.02216
1217.44        2.08577     2.13195     1.02214
1218.34        2.08569     2.13183     1.02212
1219.58        2.08561     2.13171     1.02211
1220.21        2.08553     2.13159     1.02209
1220.97        2.08545     2.13147     1.02207
1221.63        2.08537     2.13135     1.02205
1222.69        2.08529     2.13124     1.02204
1223.04        2.08521     2.13112     1.02202
1223.08        2.08513     2.131      1.022 
1223.17        2.08505     2.13088     1.02198
1223.95        2.08497     2.13077     1.02197
1224.31        2.08489     2.13065     1.02195
1225.96        2.08481     2.13053     1.02193
1227.86        2.08473     2.13042     1.02191
1229.46        2.08465     2.1303     1.0219
1231.42        2.08457     2.13018     1.02188
1233.04        2.08449     2.13007     1.02186
1233.22        2.08442     2.12995     1.02185
1233.44        2.08434     2.12984     1.02183
1234.11        2.08426     2.12972     1.02181
1234.36        2.08418     2.1296     1.02179
1236.58        2.0841     2.12949     1.02178
1238.92        2.08545     2.13134     1.022 
1239.1         2.08537     2.13122     1.02199
1239.62        2.08672     2.13307     1.02221
1240.15        2.08664     2.13295     1.0222
1242.3         2.08656     2.13283     1.02218
1242.79        2.08648     2.13272     1.02216
1244.31        2.0864     2.1326     1.02214
1245.78        2.08632     2.13248     1.02213
1245.78        2.08624     2.13237     1.02211
1248.48        2.08616     2.13225     1.02209
1249.44        2.08749     2.13408     1.02232
1249.6         2.08741     2.13396     1.0223
1250.89        2.08733     2.13384     1.02228
1251.13        2.08725     2.13373     1.02227
1251.7         2.08717     2.13361     1.02225
1251.94        2.0871     2.13349     1.02223
1255.89        2.08702     2.13338     1.02221
1257.7         2.08694     2.13326     1.0222
1257.81        2.08686     2.13314     1.02218
1258.18        2.08678     2.13303     1.02216
1258.5         2.0867     2.13291     1.02215
1258.97        2.08662     2.1328     1.02213
1261.03        2.08794     2.13461     1.02235
1261.22        2.08786     2.13449     1.02233
1261.3         2.08778     2.13437     1.02232
1261.81        2.0877     2.13426     1.0223
1261.89        2.08762     2.13414     1.02228
1262.67        2.08755     2.13403     1.02227
1262.94        2.08747     2.13391     1.02225
1263.56        2.08739     2.13379     1.02223
1263.83        2.08731     2.13368     1.02222
1265.37        2.08723     2.13356     1.0222
1265.5         2.08715     2.13345     1.02218
1265.94        2.08707     2.13333     1.02216
1266.68        2.087      2.13322     1.02215
1267.9         2.08692     2.1331     1.02213
1268.98        2.08684     2.13299     1.02211
1273.03        2.08676     2.13288     1.0221
1273.45        2.08806     2.13466     1.02232
1274.58        2.08799     2.13455     1.0223
1274.92        2.08791     2.13443     1.02228
1277.46        2.08921     2.13621     1.0225
1278.22        2.08913     2.13609     1.02248
1278.34        2.08905     2.13598     1.02246
1279.1         2.08897     2.13586     1.02245
1280.54        2.09026     2.13763     1.02266
1280.64        2.09018     2.13751     1.02264
1280.92        2.09374     2.14407     1.02404
1282.23        2.09365     2.14395     1.02402
1282.36        2.09357     2.14383     1.024 
1283.46        2.09486     2.14558     1.02421
1283.97        2.09477     2.14545     1.02419
1284.59        2.09469     2.14533     1.02418
1284.62        2.09461     2.14521     1.02416
1285.53        2.09452     2.14509     1.02414
1285.6         2.09444     2.14496     1.02412
1287.18        2.09436     2.14484     1.02411
1288.89        2.09427     2.14472     1.02409
1289.58        2.09419     2.1446     1.02407
1289.91        2.09411     2.14448     1.02405
1290.79        2.09402     2.14436     1.02404
1290.81        2.09394     2.14423     1.02402
1292.52        2.09386     2.14411     1.024 
1292.63        2.09378     2.14399     1.02398
1295.81        2.0937     2.14387     1.02397
1296.29        2.09361     2.14375     1.02395
1297.52        2.09488     2.14548     1.02415
1297.91        2.0948     2.14536     1.02414
1298.06        2.09472     2.14524     1.02412
1298.78        2.09464     2.14512     1.0241
1300.04        2.09455     2.145      1.02408
1300.44        2.09447     2.14488     1.02407
1300.5         2.09439     2.14476     1.02405
1300.74        2.09431     2.14464     1.02403
1301.3         2.09422     2.14452     1.02401
1306.2         2.09414     2.1444     1.024 
1306.73        2.0954     2.14611     1.0242
1309.55        2.09532     2.14599     1.02418
1310.91        2.09524     2.14587     1.02416
1313.15        2.09516     2.14575     1.02415
1314.44        2.09507     2.14563     1.02413
1315.23        2.09499     2.14551     1.02411
1316.06        2.09625     2.14721     1.02431
1316.6         2.09616     2.14709     1.0243
1317.62        2.09608     2.14697     1.02428
1318.09        2.096      2.14685     1.02426
1320.63        2.09725     2.14854     1.02446
1321.75        2.09716     2.14842     1.02444
1322.12        2.09708     2.1483     1.02442
1323.55        2.097      2.14818     1.02441
1325.58        2.09691     2.14806     1.02439
1326           2.09683     2.14794     1.02437
1326.66        2.09807     2.14962     1.02457
1328.35        2.09799     2.1495     1.02455
1329.83        2.09791     2.14938     1.02454
1330.14        2.09782     2.14926     1.02452
1330.51        2.09774     2.14914     1.0245
1331.11        2.09765     2.14901     1.02448
1331.89        2.09757     2.14889     1.02447
1332.03        2.09749     2.14877     1.02445
1333.47        2.09741     2.14865     1.02443
1334.27        2.09732     2.14853     1.02442
1334.93        2.09724     2.14841     1.0244
1335.47        2.09716     2.14829     1.02438
1337.87        2.09708     2.14817     1.02437
1338.81        2.09831     2.14984     1.02456
1339.93        2.09822     2.14972     1.02454
1344.06        2.09814     2.1496     1.02453
1346.56        2.09806     2.14948     1.02451
1348.21        2.09797     2.14936     1.02449
1352.84        2.09789     2.14924     1.02447
1353.69        2.09781     2.14912     1.02446
1353.78        2.09903     2.15077     1.02465
1355.33        2.09895     2.15065     1.02463
1355.59        2.09886     2.15053     1.02462
1359.89        2.09878     2.15041     1.0246
1359.93        2.0987     2.15029     1.02458
1360.49        2.09992     2.15194     1.02477
1360.66        2.09983     2.15182     1.02476
1361.69        2.09975     2.1517     1.02474
1364.77        2.09966     2.15158     1.02472
1366.13        2.09958     2.15145     1.02471
1366.72        2.0995     2.15133     1.02469
1368.9         2.09942     2.15121     1.02467
1369.41        2.09933     2.15109     1.02466
1369.63        2.09925     2.15097     1.02464
1370.67        2.10046     2.15261     1.02483
1372.49        2.10167     2.15424     1.02502
1375.03        2.10158     2.15412     1.025 
1376.58        2.1015     2.154      1.02498
1377.4         2.10141     2.15388     1.02497
1378.5         2.10133     2.15375     1.02495
1379.38        2.10124     2.15363     1.02493
1384.98        2.10116     2.15351     1.02492
1386.75        2.10108     2.15339     1.0249
1389.15        2.10099     2.15327     1.02488
1389.25        2.10091     2.15315     1.02487
1390.56        2.10083     2.15303     1.02485
1390.8         2.10074     2.15291     1.02483
1391.81        2.10066     2.15279     1.02482
1394.03        2.10058     2.15267     1.0248
1394.24        2.10049     2.15255     1.02478
1394.4         2.10041     2.15243     1.02477
1396.02        2.10033     2.15231     1.02475
1398.75        2.10152     2.15392     1.02493
1398.97        2.10144     2.1538     1.02492
1399.51        2.10135     2.15368     1.0249
1403.33        2.10127     2.15356     1.02488
1403.69        2.10119     2.15344     1.02487
1406.02        2.10111     2.15332     1.02485
1408.86        2.10102     2.1532     1.02484
1410.34        2.10094     2.15308     1.02482
1411.84        2.10212     2.15468     1.025 
1412.87        2.10204     2.15456     1.02499
1414.03        2.10196     2.15444     1.02497
1415.56        2.10187     2.15432     1.02495
1418.08        2.10513     2.16028     1.0262
1419.07        2.10713     2.16451     1.02723
1422.38        2.10704     2.16438     1.02721
1423.73        2.10695     2.16425     1.0272
1424.7         2.10687     2.16413     1.02718
1424.93        2.10678     2.164      1.02716
1425.18        2.10669     2.16387     1.02714
1426.71        2.10661     2.16375     1.02712
1427.05        2.10652     2.16362     1.02711
1429.71        2.10643     2.1635     1.02709
1429.82        2.10635     2.16337     1.02707
1430.77        2.10626     2.16325     1.02705
1432.1         2.10618     2.16312     1.02704
1432.17        2.10609     2.163      1.02702
1432.92        2.10601     2.16287     1.027 
1433.39        2.10592     2.16275     1.02698
1434.56        2.10584     2.16262     1.02697
1435.1         2.10575     2.1625     1.02695
1438.21        2.10566     2.16237     1.02693
1438.37        2.10558     2.16225     1.02691
1439.97        2.1055     2.16213     1.0269
1440.71        2.10541     2.162      1.02688
1441.61        2.10657     2.16356     1.02705
1442.24        2.10649     2.16344     1.02704
1442.57        2.1064     2.16331     1.02702
1442.69        2.10631     2.16319     1.027 
1443.6         2.10623     2.16306     1.02698
1443.95        2.10615     2.16294     1.02697
1446.28        2.10606     2.16282     1.02695
1447.07        2.10598     2.16269     1.02693
1447.11        2.10589     2.16257     1.02691
1448.21        2.10581     2.16245     1.0269
1449.22        2.10572     2.16233     1.02688
1449.41        2.10564     2.1622     1.02686
1449.58        2.10556     2.16208     1.02685
1449.96        2.10547     2.16196     1.02683
1451.01        2.10662     2.1635     1.027 
1451.41        2.10653     2.16338     1.02698
1452.69        2.10645     2.16325     1.02697
1453.39        2.10637     2.16313     1.02695
1453.8         2.10628     2.16301     1.02693
1453.82        2.1062     2.16289     1.02692
1453.87        2.10611     2.16276     1.0269
1454.91        2.10603     2.16264     1.02688
1455.52        2.10595     2.16252     1.02686
1455.54        2.10709     2.16405     1.02703
1455.72        2.10823     2.16558     1.0272
1456.02        2.10814     2.16545     1.02719
1457.94        2.10806     2.16533     1.02717
1458.51        2.10797     2.16521     1.02715
1460.61        2.10789     2.16508     1.02714
1460.82        2.1078     2.16496     1.02712
1464.19        2.10772     2.16484     1.0271
1465.27        2.10763     2.16472     1.02708
1466.35        2.10755     2.16459     1.02707
1466.74        2.10868     2.16611     1.02724
1467.29        2.10859     2.16599     1.02722
1467.33        2.10851     2.16586     1.0272
1467.85        2.10842     2.16574     1.02718
1468.15        2.10834     2.16562     1.02717
1471.04        2.10826     2.1655     1.02715
1471.68        2.10817     2.16537     1.02713
1472.64        2.10809     2.16525     1.02712
1474.23        2.108      2.16513     1.0271
1476.86        2.10792     2.16501     1.02708
1478.89        2.10904     2.16651     1.02725
1480.34        2.10896     2.16639     1.02723
1480.61        2.10887     2.16627     1.02722
1481.21        2.10879     2.16615     1.0272
1484.75        2.10991     2.16764     1.02737
1485.16        2.10982     2.16752     1.02735
1486.54        2.10974     2.1674     1.02733
1487.44        2.10965     2.16728     1.02731
1488.94        2.10957     2.16715     1.0273
1489.87        2.10948     2.16703     1.02728
1490.19        2.1094     2.16691     1.02726
1491.15        2.10931     2.16679     1.02725
1491.78        2.11043     2.16828     1.02741
1492.03        2.11034     2.16815     1.02739
1492.41        2.11026     2.16803     1.02738
1494.69        2.11137     2.16952     1.02754
1494.88        2.11128     2.16939     1.02752
1495.38        2.1112     2.16927     1.02751
1499.82        2.11111     2.16915     1.02749
1502.21        2.11103     2.16902     1.02747
1503.21        2.11094     2.1689     1.02746
1507.66        2.11205     2.17038     1.02762
1507.72        2.11196     2.17026     1.0276
1508.53        2.11187     2.17013     1.02759
1509.13        2.11179     2.17001     1.02757
1510.02        2.1117     2.16989     1.02755
1514.87        2.11162     2.16976     1.02754
1517.66        2.11153     2.16964     1.02752
1517.76        2.11145     2.16952     1.0275
1520.58        2.11136     2.1694     1.02749
1523.42        2.11128     2.16928     1.02747
1525.67        2.1112     2.16915     1.02745
1530.22        2.11111     2.16903     1.02744
1530.73        2.11221     2.1705     1.0276
1532.41        2.11212     2.17037     1.02758
1532.95        2.11204     2.17025     1.02756
1533.19        2.11195     2.17013     1.02755
1534.2         2.11187     2.17001     1.02753
1534.55        2.11178     2.16989     1.02751
1540.13        2.1117     2.16976     1.0275
1542.04        2.11161     2.16964     1.02748
1542.18        2.11153     2.16952     1.02746
1542.72        2.11145     2.1694     1.02745
1544.7         2.11253     2.17085     1.02761
1544.71        2.11245     2.17073     1.02759
1546.1         2.11236     2.17061     1.02757
1547.02        2.11345     2.17206     1.02773
1548.11        2.11336     2.17194     1.02772
1549.16        2.11445     2.17338     1.02787
1550.45        2.11436     2.17326     1.02786
1553.14        2.11428     2.17313     1.02784
1559.13        2.11419     2.17301     1.02782
1561.62        2.1141     2.17289     1.02781
1565.05        2.11402     2.17277     1.02779
1567.01        2.11393     2.17265     1.02777
1568.11        2.11385     2.17252     1.02776
1572.37        2.11376     2.1724     1.02774
1574.52        2.11368     2.17228     1.02772
1578.33        2.11359     2.17216     1.02771
1580.7         2.11351     2.17204     1.02769
1581.78        2.11343     2.17192     1.02768
1582.34        2.11334     2.1718     1.02766
1582.39        2.11326     2.17167     1.02764
1584.42        2.11317     2.17155     1.02763
1584.75        2.11424     2.17298     1.02778
1584.83        2.11416     2.17286     1.02777
1585.34        2.11407     2.17274     1.02775
1585.7         2.11399     2.17262     1.02773
1588.33        2.11391     2.1725     1.02772
1589.22        2.11382     2.17238     1.0277
1591.25        2.11374     2.17226     1.02769
1592.31        2.11365     2.17214     1.02767
1592.37        2.11357     2.17202     1.02765
1592.89        2.11349     2.1719     1.02764
1593.28        2.1134     2.17178     1.02762
1595.11        2.11332     2.17166     1.02761
1597.66        2.11324     2.17154     1.02759
1598.96        2.11315     2.17142     1.02757
1599.77        2.11307     2.1713     1.02756
1600.27        2.11299     2.17118     1.02754
1600.5         2.1129     2.17106     1.02753
1600.5         2.11282     2.17094     1.02751
1600.65        2.11274     2.17082     1.02749
1602.19        2.11266     2.17071     1.02748
1602.63        2.11257     2.17059     1.02746
1603.5         2.11249     2.17047     1.02745
1604.47        2.11241     2.17035     1.02743
1605.01        2.11233     2.17023     1.02741
1608.02        2.11224     2.17012     1.0274
1608.37        2.11216     2.17       1.02738
1609.9         2.11208     2.16988     1.02737
1612.09        2.112      2.16977     1.02735
1613.71        2.11192     2.16965     1.02734
1613.75        2.11184     2.16953     1.02732
1614.29        2.11176     2.16942     1.0273
1615.68        2.1128     2.17082     1.02746
1616.32        2.11272     2.1707     1.02744
1618.13        2.11264     2.17058     1.02743
1619.16        2.11256     2.17046     1.02741
1620.03        2.11248     2.17035     1.02739
1621.89        2.1124     2.17023     1.02738
1622.3         2.11344     2.17162     1.02753
1623.69        2.11336     2.17151     1.02752
1624.85        2.11328     2.17139     1.0275
1626.32        2.11319     2.17127     1.02748
1626.56        2.11311     2.17116     1.02747
1627.13        2.11303     2.17104     1.02745
1627.35        2.11295     2.17092     1.02744
1629.1         2.11287     2.17081     1.02742
1630.31        2.11391     2.17219     1.02757
1633.88        2.11382     2.17207     1.02756
1639.48        2.11374     2.17196     1.02754
1639.95        2.11366     2.17184     1.02753
1643.55        2.11358     2.17172     1.02751
1644.87        2.1135     2.17161     1.02749
1647.06        2.11342     2.17149     1.02748
1649.11        2.11334     2.17138     1.02746
1649.48        2.11325     2.17126     1.02745
1651.53        2.11429     2.17264     1.0276
1651.66        2.1142     2.17252     1.02758
1652.89        2.11523     2.17389     1.02773
1654.09        2.11515     2.17377     1.02772
1656.43        2.11507     2.17366     1.0277
1657.46        2.11499     2.17354     1.02768
1658.48        2.11601     2.17491     1.02783
1659.39        2.11593     2.17479     1.02782
1662.42        2.11585     2.17467     1.0278
1664.25        2.11577     2.17456     1.02779
1664.91        2.11568     2.17444     1.02777
1664.94        2.1156     2.17432     1.02775
1665.68        2.11552     2.1742     1.02774
1666.83        2.11544     2.17409     1.02772
1667.57        2.11536     2.17397     1.02771
1668.95        2.11528     2.17385     1.02769
1669.63        2.11519     2.17374     1.02768
1670.78        2.11511     2.17362     1.02766
1670.86        2.11503     2.17351     1.02765
1671.24        2.11495     2.17339     1.02763
1671.59        2.11487     2.17328     1.02762
1671.77        2.11479     2.17316     1.0276
1674.18        2.11471     2.17304     1.02759
1674.85        2.11572     2.1744     1.02773
1675.42        2.11564     2.17428     1.02772
1676.12        2.11556     2.17417     1.0277
1678.22        2.11548     2.17405     1.02769
1681.21        2.1154     2.17393     1.02767
1682.34        2.11641     2.17528     1.02782
1683.81        2.11633     2.17517     1.0278
1685.37        2.11625     2.17505     1.02779
1685.51        2.11617     2.17493     1.02777
1690.11        2.11717     2.17628     1.02792
1691.42        2.11709     2.17616     1.0279
1691.75        2.11701     2.17604     1.02789
1694.22        2.11693     2.17593     1.02787
1695           2.11685     2.17581     1.02785
1695.97        2.11785     2.17715     1.028 
1697.23        2.11777     2.17703     1.02798
1697.75        2.11769     2.17692     1.02797
1698.02        2.11761     2.1768     1.02795
1699.9         2.11752     2.17668     1.02794
1700.05        2.11853     2.17801     1.02808
1700.44        2.11844     2.1779     1.02806
1701.52        2.11836     2.17778     1.02805
1701.82        2.11828     2.17766     1.02803
1702.49        2.1182     2.17755     1.02802
1703.27        2.11812     2.17743     1.028 
1703.51        2.11803     2.17732     1.02799
1704.61        2.11795     2.1772     1.02797
1704.99        2.11787     2.17709     1.02796
1705.56        2.11779     2.17697     1.02794
1706.06        2.11878     2.17829     1.02809
1706.56        2.1187     2.17818     1.02807
1711.42        2.11862     2.17806     1.02806
1711.8         2.11854     2.17794     1.02804
1712.75        2.11846     2.17783     1.02803
1712.84        2.11838     2.17771     1.02801
1714.97        2.11829     2.1776     1.028 
1716.65        2.11821     2.17748     1.02798
1716.75        2.11813     2.17737     1.02797
1719.02        2.11805     2.17725     1.02795
1719.48        2.11797     2.17714     1.02794
1719.89        2.11789     2.17702     1.02792
1720.03        2.11781     2.17691     1.02791
1720.13        2.11879     2.17822     1.02805
1721.59        2.11871     2.1781     1.02803
1721.67        2.11863     2.17799     1.02802
1722.04        2.11855     2.17787     1.028 
1727.67        2.11847     2.17776     1.02799
1729.41        2.11839     2.17765     1.02797
1730.04        2.11831     2.17753     1.02796
1730.04        2.11823     2.17742     1.02794
1730.1         2.11815     2.1773     1.02793
1732.12        2.11807     2.17719     1.02791
1732.3         2.11799     2.17707     1.0279
1733.58        2.11791     2.17696     1.02788
1734.38        2.11783     2.17685     1.02787
1734.83        2.11775     2.17673     1.02785
1734.88        2.11767     2.17662     1.02784
1736.44        2.11759     2.17651     1.02782
1739.86        2.11751     2.1764     1.02781
1742.95        2.11743     2.17628     1.0278
1748.14        2.11735     2.17617     1.02778
1748.78        2.11727     2.17606     1.02777
1749.51        2.11719     2.17595     1.02775
1751.39        2.11711     2.17583     1.02774
1751.66        2.11703     2.17572     1.02772
1752.39        2.11695     2.17561     1.02771
1752.9         2.11687     2.1755     1.02769
1753.16        2.11785     2.17679     1.02783
1753.45        2.11777     2.17668     1.02782
1754.17        2.11769     2.17656     1.0278
1755.33        2.11761     2.17645     1.02779
1756.38        2.11753     2.17634     1.02777
1761.19        2.11745     2.17623     1.02776
1761.59        2.11737     2.17612     1.02774
1761.66        2.11729     2.17601     1.02773
1766.88        2.11721     2.17589     1.02772
1768.42        2.11818     2.17718     1.02785
1770.09        2.1181     2.17707     1.02784
1773.99        2.11802     2.17695     1.02782
1777.88        2.11794     2.17684     1.02781
1778.43        2.11786     2.17673     1.0278
1779.03        2.11883     2.17801     1.02793
1781.32        2.11875     2.1779     1.02792
1784.3         2.11867     2.17778     1.0279
1784.98        2.11859     2.17767     1.02789
1788.52        2.11851     2.17756     1.02787
1791.68        2.11843     2.17745     1.02786
1792.89        2.11835     2.17734     1.02785
1793.91        2.11827     2.17723     1.02783
1795.91        2.11819     2.17712     1.02782
1798.28        2.11812     2.17701     1.0278
1799.13        2.11804     2.17689     1.02779
1800.68        2.11796     2.17678     1.02777
1800.82        2.11788     2.17667     1.02776
1808.1         2.11883     2.17794     1.0279
1808.49        2.11876     2.17783     1.02788
1808.53        2.11868     2.17772     1.02787
1808.63        2.11963     2.17898     1.028 
1810.45        2.11955     2.17887     1.02799
1811.49        2.11947     2.17876     1.02797
1811.98        2.11939     2.17865     1.02796
1814.07        2.11931     2.17854     1.02794
1814.45        2.12026     2.1798     1.02808
1815.65        2.12018     2.17969     1.02806
1819.14        2.12011     2.17957     1.02805
1819.6         2.12003     2.17946     1.02804
1820.1         2.11995     2.17935     1.02802
1820.83        2.11987     2.17924     1.02801
1821.71        2.12081     2.1805     1.02814
1822.52        2.12176     2.18175     1.02827
1822.96        2.12168     2.18164     1.02826
1824.56        2.1216     2.18152     1.02824
1824.99        2.12254     2.18277     1.02838
1825.81        2.12246     2.18266     1.02836
1826.33        2.12238     2.18255     1.02835
1828.64        2.1223     2.18243     1.02833
1831.14        2.12222     2.18232     1.02832
1831.93        2.12214     2.18221     1.02831
1832.52        2.12206     2.1821     1.02829
1833.3         2.12198     2.18199     1.02828
1833.33        2.1219     2.18187     1.02826
1834.62        2.12182     2.18176     1.02825
1834.76        2.12174     2.18165     1.02823
1835.05        2.12167     2.18154     1.02822
1835.73        2.12159     2.18143     1.02821
1836.5         2.12151     2.18132     1.02819
1836.78        2.12143     2.18121     1.02818
1836.99        2.12135     2.1811     1.02816
1837.11        2.12127     2.18098     1.02815
1838.11        2.12119     2.18087     1.02814
1839.35        2.12111     2.18076     1.02812
1842.67        2.12104     2.18065     1.02811
1844.81        2.12096     2.18054     1.02809
1845.43        2.12088     2.18043     1.02808
1849.14        2.1208     2.18032     1.02807
1849.49        2.12072     2.18021     1.02805
1849.64        2.12165     2.18144     1.02818
1850.48        2.12157     2.18133     1.02817
1852.09        2.1215     2.18122     1.02815
1852.28        2.12142     2.18111     1.02814
1854.71        2.12134     2.181      1.02813
1854.97        2.12126     2.18089     1.02811
1856.18        2.12118     2.18078     1.0281
1860.87        2.12375     2.18541     1.02903
1861.11        2.12367     2.1853     1.02902
1863.22        2.1236     2.18519     1.029 
1869.48        2.12352     2.18507     1.02899
1870.39        2.12344     2.18496     1.02897
1871.3         2.12336     2.18485     1.02896
1872.35        2.12328     2.18474     1.02895
1872.99        2.1232     2.18463     1.02893
1873           2.12312     2.18452     1.02892
1874.09        2.12304     2.1844     1.0289
1875.06        2.12296     2.18429     1.02889
1877.32        2.12289     2.18418     1.02887
1878.23        2.12281     2.18407     1.02886
1879.52        2.12273     2.18396     1.02885
1879.62        2.12265     2.18385     1.02883
1881.76        2.12257     2.18374     1.02882
1883.88        2.12249     2.18363     1.0288
1884.64        2.12242     2.18352     1.02879
1886.36        2.12234     2.18341     1.02878
1886.91        2.12226     2.1833     1.02876
1888.36        2.12218     2.18319     1.02875
1890.11        2.1231     2.1844     1.02887
1890.64        2.12401     2.18561     1.029 
1892.7         2.12393     2.18549     1.02899
1893.08        2.12484     2.1867     1.02911
1893.23        2.12575     2.1879     1.02924
1894.31        2.12567     2.18779     1.02922
1895.03        2.12559     2.18768     1.02921
1896.33        2.12551     2.18757     1.02919
1896.57        2.12642     2.18876     1.02932
1898.94        2.12634     2.18865     1.0293
1900.27        2.12626     2.18854     1.02929
1900.64        2.12618     2.18843     1.02928
1902.98        2.12709     2.18962     1.0294
1907.12        2.12701     2.18951     1.02938
1907.57        2.12693     2.1894     1.02937
1907.99        2.12685     2.18929     1.02936
1910.57        2.12677     2.18917     1.02934
1912.81        2.12669     2.18906     1.02933
1914.43        2.12661     2.18895     1.02931
1915.6         2.12751     2.19014     1.02944
1916.06        2.12743     2.19003     1.02942
1917.05        2.12735     2.18991     1.02941
1917.48        2.12727     2.1898     1.02939
1918.15        2.12719     2.18969     1.02938
1918.2         2.12711     2.18958     1.02937
1921.48        2.12801     2.19076     1.02949
1922.27        2.12793     2.19065     1.02947
1922.55        2.12785     2.19054     1.02946
1923.1         2.12777     2.19043     1.02945
1924.11        2.12769     2.19032     1.02943
1924.67        2.12761     2.1902     1.02942
1924.82        2.12753     2.19009     1.0294
1925.46        2.12745     2.18998     1.02939
1927.46        2.12737     2.18987     1.02938
1928           2.1273     2.18976     1.02936
1930.87        2.12722     2.18965     1.02935
1930.87        2.12714     2.18954     1.02934
1932.05        2.12706     2.18943     1.02932
1932.99        2.12698     2.18932     1.02931
1933.26        2.12787     2.19049     1.02943
1933.31        2.13035     2.19493     1.03031
1934.77        2.13027     2.19482     1.0303
1938.19        2.13019     2.1947     1.03028
1938.21        2.13011     2.19459     1.03027
1938.99        2.13003     2.19448     1.03026
1941.3         2.12995     2.19436     1.03024
1944.58        2.13084     2.19553     1.03036
1947.22        2.13076     2.19542     1.03035
1948.95        2.13068     2.1953     1.03033
1949.77        2.1306     2.19519     1.03032
1949.82        2.13052     2.19508     1.0303
1951.21        2.13043     2.19496     1.03029
1951.6         2.13035     2.19485     1.03027
1952.99        2.13027     2.19474     1.03026
1953           2.13019     2.19463     1.03025
1959.89        2.13011     2.19451     1.03023
1961.41        2.13003     2.1944     1.03022
1963.75        2.12995     2.19429     1.0302
1966.39        2.12987     2.19418     1.03019
1966.88        2.12979     2.19406     1.03018
1968.06        2.12971     2.19395     1.03016
1968.22        2.12964     2.19384     1.03015
1972.13        2.12956     2.19373     1.03013
1972.4         2.12948     2.19362     1.03012
1973.07        2.1294     2.19351     1.03011
1973.22        2.13028     2.19466     1.03022
1973.72        2.13115     2.19581     1.03034
1977.69        2.13107     2.1957     1.03033
1980.23        2.13099     2.19559     1.03031
1982.39        2.13091     2.19547     1.0303
1983.56        2.13083     2.19536     1.03028
1984.07        2.13075     2.19525     1.03027
1986.89        2.13067     2.19514     1.03026
1986.93        2.13059     2.19503     1.03024
1987.76        2.13051     2.19492     1.03023
1988.75        2.13043     2.19481     1.03021
1989.76        2.13036     2.19469     1.0302
1991.22        2.13028     2.19458     1.03019
1992.23        2.1302     2.19447     1.03017
1994.1         2.13012     2.19436     1.03016
1994.46        2.13004     2.19425     1.03015
1996.9         2.12996     2.19414     1.03013
1998.18        2.12988     2.19403     1.03012
1998.35        2.1298     2.19392     1.0301
2004.36        2.12972     2.19381     1.03009
2005.97        2.12965     2.1937     1.03008
2006.81        2.13051     2.19484     1.03019
2007.32        2.13138     2.19598     1.03031
2008.23        2.1313     2.19586     1.03029
2009.59        2.13217     2.197      1.03041
2010.6         2.13209     2.19689     1.03039
2011.91        2.13295     2.19802     1.03051
2012.15        2.13287     2.19791     1.03049
2015.55        2.13279     2.1978     1.03048
2015.61        2.13271     2.19769     1.03047
2015.8         2.13263     2.19757     1.03045
2017.07        2.13255     2.19746     1.03044
2018.06        2.13341     2.19859     1.03055
2021.07        2.13333     2.19848     1.03054
2023.41        2.13325     2.19837     1.03052
2023.66        2.13317     2.19826     1.03051
2024.6         2.13309     2.19815     1.0305
2025.44        2.13301     2.19803     1.03048
2026.17        2.13293     2.19792     1.03047
2026.17        2.13285     2.19781     1.03046
2027.28        2.13278     2.1977     1.03044
2027.44        2.1327     2.19759     1.03043
2028.61        2.13262     2.19748     1.03041
2031.59        2.13254     2.19737     1.0304
2031.82        2.13246     2.19726     1.03039
2035.36        2.13238     2.19715     1.03037
2036.37        2.13323     2.19827     1.03049
2036.95        2.13315     2.19816     1.03047
2037.05        2.13308     2.19805     1.03046
2037.15        2.133      2.19794     1.03045
2038.09        2.13292     2.19783     1.03043
2041.54        2.13377     2.19894     1.03054
2042.45        2.13369     2.19883     1.03053
2043.61        2.13361     2.19872     1.03052
2043.67        2.13353     2.19861     1.0305
2044.47        2.13345     2.1985     1.03049
2044.62        2.13337     2.19839     1.03048
2046.47        2.13329     2.19828     1.03046
2047.28        2.13321     2.19817     1.03045
2047.52        2.13314     2.19806     1.03044
2050.14        2.13306     2.19795     1.03042
2050.22        2.13298     2.19784     1.03041
2050.48        2.13383     2.19895     1.03052
2051.05        2.13375     2.19884     1.03051
2055.02        2.13367     2.19873     1.03049
2055.79        2.13359     2.19862     1.03048
2056.36        2.13351     2.19851     1.03047
