time           AA         BB         polymer 
713.629        0.0002     0.0001     0.0655
715.324        0.0002     0.0001     0.0656
720.69         0.0002     0.0001     0.0657
722.256        0.0002     0.0001     0.0658
722.28         0.0002     0.0001     0.0659
722.823        0.0002     0.0001     0.066 
723.254        0.0002     0.0001     0.0661
724.781        0.0002     0.0001     0.0662
728.017        0.0002     0.0001     0.0662
728.091        0.0002     0.0001     0.0663
729.239        0.0002     0.0001     0.0664
730.398        0.0002     0.0001     0.0665
730.741        0.0002     0.0001     0.0666
731.921        0.0002     0.0001     0.0667
732.331        0.0002     0.0001     0.0668
734.033        0.0002     0.0001     0.0669
734.059        0.0002     0.0001     0.067 
734.217        0.0002     0.0001     0.0671
736.723        0.0002     0.0001     0.0672
738.999        0.0002     0.0001     0.0673
741.809        0.0002     0.0001     0.0674
741.922        0.0002     0.0001     0.0675
743.551        0.0002     0.0001     0.0676
744.019        0.0002     0.0001     0.0677
745.178        0.0002     0.0001     0.0678
748.105        0.0002     0.0001     0.0679
749.619        0.0002     0.0001     0.068 
749.684        0.0002     0.0001     0.0681
756.338        0.0002     0.0001     0.0682
757.684        0.0002     0.0001     0.0683
758.755        0.0002     0.0001     0.0684
759.308        0.0002     0.0001     0.0685
760.007        0.0002     0.0001     0.0686
760.853        0.0002     0.0001     0.0687
761.748        0.0002     0.0001     0.0688
762.567        0.0002     0.0001     0.0689
763.196        0.0002     0.0001     0.069 
766.929        0.0002     0.0001     0.0691
767.573        0.0002     0.0001     0.0692
769.629        0.0002     0.0001     0.0693
770.101        0.0002     0.0001     0.0694
770.301        0.0002     0.0001     0.0695
770.355        0.0002     0.0001     0.0696
770.396        0.0002     0.0001     0.0697
770.499        0.0002     0.0001     0.0698
770.733        0.0002     0.0001     0.0699
771.504        0.0002     0.0001     0.07  
772.034        0.0002     0.0001     0.0701
772.577        0.0002     0.0001     0.0702
773.138        0.0002     0.0001     0.0703
773.292        0.0002     0.0001     0.0704
775.869        0.0002     0.0001     0.0705
