time           Conversion     Mn         Mw         D          total rate     unreactedfunctional
6621.7         0.23495        1.3071     1.6156     1.23601     0.553221       30602 
6624.66        0.235          1.30719     1.6158     1.23609     0.553149       30600 
6626.19        0.23505        1.30727     1.6159     1.23608     0.553076       30598 
6626.36        0.2351         1.30736     1.6163     1.23631     0.553004       30596 
6626.55        0.23515        1.30745     1.6165     1.23638     0.552932       30594 
6628.69        0.2352         1.30753     1.6166     1.23638     0.552859       30592 
6629.2         0.23525        1.30762     1.6167     1.23637     0.552787       30590 
6631.74        0.2353         1.3077     1.6168     1.23637     0.552715       30588 
6636.47        0.23535        1.30779     1.6169     1.23636     0.552643       30586 
6637.43        0.2354         1.30787     1.6171     1.23643     0.55257        30584 
6640.03        0.23545        1.30796     1.6172     1.23643     0.552498       30582 
6640.33        0.2355         1.30804     1.6173     1.23643     0.552426       30580 
6640.66        0.23555        1.30813     1.6175     1.2365     0.552354       30578 
6640.99        0.2356         1.30822     1.6176     1.23649     0.552281       30576 
6651.09        0.23565        1.3083     1.6177     1.23649     0.552209       30574 
6653.88        0.2357         1.30839     1.6181     1.23671     0.552137       30572 
6654.04        0.23575        1.30847     1.6182     1.23671     0.552065       30570 
6655.92        0.2358         1.30856     1.6183     1.2367     0.551992       30568 
6657.69        0.23585        1.30864     1.6184     1.2367     0.55192        30566 
6662.45        0.2359         1.30873     1.6185     1.2367     0.551848       30564 
6662.87        0.23595        1.30881     1.6187     1.23677     0.551776       30562 
6665.76        0.236          1.3089     1.6188     1.23676     0.551703       30560 
6669           0.23605        1.30899     1.6189     1.23676     0.551631       30558 
6670.95        0.2361         1.30907     1.619      1.23675     0.551559       30556 
6673.82        0.23615        1.30916     1.6192     1.23683     0.551487       30554 
6674.31        0.2362         1.30924     1.6193     1.23682     0.551415       30552 
6678.43        0.23625        1.30933     1.6194     1.23682     0.551342       30550 
6678.98        0.2363         1.30941     1.6196     1.23689     0.55127        30548 
6679.33        0.23635        1.3095     1.6205     1.23749     0.551198       30546 
6682.51        0.2364         1.30959     1.6208     1.23764     0.551126       30544 
6683           0.23645        1.30967     1.6209     1.23764     0.551054       30542 
6683.41        0.2365         1.30976     1.6211     1.23771     0.550982       30540 
6684.23        0.23655        1.30984     1.6212     1.23771     0.550909       30538 
6685.05        0.2366         1.30993     1.6214     1.23778     0.550837       30536 
6687.11        0.23665        1.31002     1.6215     1.23777     0.550765       30534 
6687.85        0.2367         1.3101     1.6216     1.23777     0.550693       30532 
6688.51        0.23675        1.31019     1.622      1.23799     0.550621       30530 
6688.55        0.2368         1.31027     1.6223     1.23814     0.550549       30528 
6690.72        0.23685        1.31036     1.6225     1.23821     0.550477       30526 
6691.2         0.2369         1.31044     1.6227     1.23828     0.550404       30524 
6694.18        0.23695        1.31053     1.6229     1.23835     0.550332       30522 
6694.82        0.237          1.31062     1.6232     1.2385     0.55026        30520 
6703.44        0.23705        1.3107     1.6234     1.23857     0.550188       30518 
6703.96        0.2371         1.31079     1.6235     1.23857     0.550116       30516 
6704.07        0.23715        1.31087     1.6236     1.23856     0.550044       30514 
6704.54        0.2372         1.31096     1.6239     1.23871     0.549972       30512 
6704.8         0.23725        1.31105     1.624      1.23871     0.5499         30510 
6706.54        0.2373         1.31113     1.6241     1.2387     0.549828       30508 
6707.39        0.23735        1.31122     1.6242     1.2387     0.549756       30506 
6708.5         0.2374         1.3113     1.6244     1.23877     0.549683       30504 
6711.83        0.23745        1.31139     1.6245     1.23876     0.549611       30502 
6716.57        0.2375         1.31148     1.6246     1.23876     0.549539       30500 
6717.4         0.23755        1.31156     1.6249     1.23891     0.549467       30498 
6717.73        0.2376         1.31165     1.625      1.2389     0.549395       30496 
6718.38        0.23765        1.31173     1.6252     1.23897     0.549323       30494 
6719.89        0.2377         1.31182     1.6253     1.23897     0.549251       30492 
6723.84        0.23775        1.31191     1.6257     1.23919     0.549179       30490 
6729.74        0.2378         1.31199     1.6258     1.23918     0.549107       30488 
6733.79        0.23785        1.31208     1.6259     1.23918     0.549035       30486 
6734.32        0.2379         1.31216     1.626      1.23917     0.548963       30484 
6734.59        0.23795        1.31225     1.6261     1.23917     0.548891       30482 
6736.26        0.238          1.31234     1.6263     1.23924     0.548819       30480 
6741.19        0.23805        1.31242     1.6264     1.23924     0.548747       30478 
6741.79        0.2381         1.31251     1.6265     1.23923     0.548675       30476 
6745.59        0.23815        1.31259     1.6267     1.2393     0.548603       30474 
6745.7         0.2382         1.31268     1.6268     1.2393     0.548531       30472 
6748.94        0.23825        1.31277     1.6272     1.23952     0.548459       30470 
6751.44        0.2383         1.31285     1.6274     1.23959     0.548387       30468 
6755.63        0.23835        1.31294     1.6275     1.23959     0.548315       30466 
6755.94        0.2384         1.31303     1.6276     1.23958     0.548243       30464 
6758.22        0.23845        1.31311     1.628      1.2398     0.548171       30462 
6758.57        0.2385         1.3132     1.6282     1.23987     0.548099       30460 
6760.06        0.23855        1.31328     1.6286     1.2401     0.548027       30458 
6761.01        0.2386         1.31337     1.6287     1.24009     0.547955       30456 
6761.88        0.23865        1.31346     1.6288     1.24009     0.547883       30454 
6762.13        0.2387         1.31354     1.6289     1.24008     0.547811       30452 
6763.07        0.23875        1.31363     1.629      1.24008     0.547739       30450 
6765.17        0.2388         1.31372     1.6292     1.24015     0.547667       30448 
6766.5         0.23885        1.3138     1.6293     1.24014     0.547595       30446 
6766.71        0.2389         1.31389     1.6295     1.24021     0.547523       30444 
6768.78        0.23895        1.31397     1.6296     1.24021     0.547451       30442 
6768.84        0.239          1.31406     1.6297     1.2402     0.547379       30440 
6773.46        0.23905        1.31415     1.6298     1.2402     0.547308       30438 
6775.96        0.2391         1.31423     1.6299     1.24019     0.547236       30436 
6777.59        0.23915        1.31432     1.63       1.24019     0.547164       30434 
6778.57        0.2392         1.31441     1.6301     1.24018     0.547092       30432 
6780.52        0.23925        1.31449     1.6302     1.24017     0.54702        30430 
6780.54        0.2393         1.31458     1.6303     1.24017     0.546948       30428 
6781.15        0.23935        1.31467     1.6304     1.24016     0.546876       30426 
6783.34        0.2394         1.31475     1.6306     1.24023     0.546804       30424 
6785.65        0.23945        1.31484     1.6307     1.24023     0.546732       30422 
6785.83        0.2395         1.31492     1.6308     1.24022     0.54666        30420 
6788.43        0.23955        1.31501     1.6309     1.24022     0.546589       30418 
6793.61        0.2396         1.3151     1.6318     1.24082     0.546517       30416 
6794.06        0.23965        1.31518     1.6319     1.24082     0.546445       30414 
6796.31        0.2397         1.31527     1.632      1.24081     0.546373       30412 
6799.69        0.23975        1.31536     1.6322     1.24088     0.546301       30410 
6801.01        0.2398         1.31544     1.6323     1.24087     0.546229       30408 
6806.93        0.23985        1.31553     1.6324     1.24087     0.546157       30406 
6810.93        0.2399         1.31562     1.6325     1.24086     0.546086       30404 
6811.91        0.23995        1.3157     1.6326     1.24086     0.546014       30402 
6813.32        0.24           1.31579     1.6328     1.24093     0.545942       30400 
6814.91        0.24005        1.31588     1.633      1.241      0.54587        30398 
6816.69        0.2401         1.31596     1.6332     1.24107     0.545798       30396 
6816.74        0.24015        1.31605     1.6333     1.24106     0.545726       30394 
6817.33        0.2402         1.31614     1.6335     1.24113     0.545655       30392 
6818           0.24025        1.31622     1.6336     1.24113     0.545583       30390 
6818.14        0.2403         1.31631     1.6337     1.24112     0.545511       30388 
6820.13        0.24035        1.3164     1.6339     1.24119     0.545439       30386 
6822.77        0.2404         1.31648     1.634      1.24119     0.545367       30384 
6824.26        0.24045        1.31657     1.6345     1.24148     0.545296       30382 
6827.63        0.2405         1.31666     1.6346     1.24148     0.545224       30380 
6827.93        0.24055        1.31674     1.6349     1.24162     0.545152       30378 
6831.88        0.2406         1.31683     1.635      1.24162     0.54508        30376 
6834.38        0.24065        1.31692     1.6351     1.24161     0.545009       30374 
6834.81        0.2407         1.317      1.6353     1.24168     0.544937       30372 
6836.49        0.24075        1.31709     1.6354     1.24168     0.544865       30370 
6837.08        0.2408         1.31718     1.6355     1.24167     0.544793       30368 
6837.63        0.24085        1.31726     1.6356     1.24167     0.544722       30366 
6839.55        0.2409         1.31735     1.6358     1.24174     0.54465        30364 
6840.32        0.24095        1.31744     1.6359     1.24173     0.544578       30362 
6843.57        0.241          1.31752     1.636      1.24172     0.544506       30360 
6844.19        0.24105        1.31761     1.6362     1.24179     0.544435       30358 
6847.45        0.2411         1.3177     1.6363     1.24179     0.544363       30356 
6849.98        0.24115        1.31778     1.6365     1.24186     0.544291       30354 
6850.99        0.2412         1.31787     1.6366     1.24185     0.544219       30352 
6852.82        0.24125        1.31796     1.6368     1.24192     0.544148       30350 
6856.57        0.2413         1.31804     1.6371     1.24207     0.544076       30348 
6858.16        0.24135        1.31813     1.6374     1.24221     0.544004       30346 
6860.8         0.2414         1.31822     1.6377     1.24236     0.543933       30344 
6861.78        0.24145        1.3183     1.6378     1.24235     0.543861       30342 
6865.13        0.2415         1.31839     1.6379     1.24235     0.543789       30340 
6869.49        0.24155        1.31848     1.638      1.24234     0.543717       30338 
6876.7         0.2416         1.31857     1.6381     1.24234     0.543646       30336 
6878.22        0.24165        1.31865     1.6382     1.24233     0.543574       30334 
6879.36        0.2417         1.31874     1.6383     1.24232     0.543502       30332 
6879.69        0.24175        1.31883     1.6385     1.24239     0.543431       30330 
6880.56        0.2418         1.31891     1.6389     1.24261     0.543359       30328 
6883.54        0.24185        1.319      1.639      1.24261     0.543287       30326 
6884.22        0.2419         1.31909     1.6391     1.2426     0.543216       30324 
6888.78        0.24195        1.31917     1.6392     1.2426     0.543144       30322 
6889.75        0.242          1.31926     1.6396     1.24282     0.543073       30320 
6890.3         0.24205        1.31935     1.6398     1.24289     0.543001       30318 
6891.22        0.2421         1.31944     1.64       1.24296     0.542929       30316 
6892.37        0.24215        1.31952     1.6403     1.2431     0.542858       30314 
6892.63        0.2422         1.31961     1.6404     1.2431     0.542786       30312 
6893.74        0.24225        1.3197     1.6406     1.24316     0.542714       30310 
6894.39        0.2423         1.31978     1.6408     1.24323     0.542643       30308 
6894.89        0.24235        1.31987     1.6413     1.24353     0.542571       30306 
6897.68        0.2424         1.31996     1.6414     1.24352     0.5425         30304 
6898           0.24245        1.32004     1.6424     1.2442     0.542428       30302 
6898.13        0.2425         1.32013     1.6427     1.24435     0.542356       30300 
6899.79        0.24255        1.32022     1.6428     1.24434     0.542285       30298 
6900.79        0.2426         1.32031     1.643      1.24441     0.542213       30296 
6905.6         0.24265        1.32039     1.6432     1.24448     0.542142       30294 
6906.37        0.2427         1.32048     1.6435     1.24462     0.54207        30292 
6906.46        0.24275        1.32057     1.6439     1.24484     0.541998       30290 
6907.97        0.2428         1.32066     1.6441     1.24491     0.541927       30288 
6908.63        0.24285        1.32074     1.6444     1.24506     0.541855       30286 
6909.3         0.2429         1.32083     1.6456     1.24588     0.541784       30284 
6911.87        0.24295        1.32092     1.6457     1.24588     0.541712       30282 
6915.09        0.243          1.321      1.6458     1.24587     0.541641       30280 
6918.04        0.24305        1.32109     1.6459     1.24586     0.541569       30278 
6921.31        0.2431         1.32118     1.646      1.24586     0.541498       30276 
6923.05        0.24315        1.32127     1.6462     1.24593     0.541426       30274 
6925.96        0.2432         1.32135     1.6464     1.246      0.541355       30272 
6926.96        0.24325        1.32144     1.6466     1.24606     0.541283       30270 
6928.29        0.2433         1.32153     1.6472     1.24644     0.541211       30268 
6930.82        0.24335        1.32162     1.6473     1.24643     0.54114        30266 
6934.45        0.2434         1.3217     1.6474     1.24642     0.541068       30264 
6939.12        0.24345        1.32179     1.6475     1.24642     0.540997       30262 
6946.32        0.2435         1.32188     1.6477     1.24649     0.540925       30260 
6947.15        0.24355        1.32196     1.6485     1.24701     0.540854       30258 
6948.02        0.2436         1.32205     1.6486     1.247      0.540782       30256 
6949.09        0.24365        1.32214     1.6487     1.24699     0.540711       30254 
6951.69        0.2437         1.32223     1.6489     1.24706     0.540639       30252 
6953.82        0.24375        1.32231     1.649      1.24706     0.540568       30250 
6953.93        0.2438         1.3224     1.6491     1.24705     0.540497       30248 
6954.46        0.24385        1.32249     1.6494     1.24719     0.540425       30246 
6955           0.2439         1.32258     1.6495     1.24719     0.540354       30244 
6956.48        0.24395        1.32266     1.6498     1.24733     0.540282       30242 
6956.6         0.244          1.32275     1.65       1.2474     0.540211       30240 
6958.23        0.24405        1.32284     1.6502     1.24747     0.540139       30238 
6958.77        0.2441         1.32293     1.6503     1.24746     0.540068       30236 
6960.28        0.24415        1.32301     1.6505     1.24753     0.539996       30234 
6960.52        0.2442         1.3231     1.6506     1.24752     0.539925       30232 
6960.82        0.24425        1.32319     1.6508     1.24759     0.539853       30230 
6961.69        0.2443         1.32328     1.6509     1.24759     0.539782       30228 
6962.92        0.24435        1.32336     1.6512     1.24773     0.539711       30226 
6963.63        0.2444         1.32345     1.6513     1.24772     0.539639       30224 
6964.36        0.24445        1.32354     1.6514     1.24772     0.539568       30222 
6964.54        0.2445         1.32363     1.6515     1.24771     0.539496       30220 
6968.42        0.24455        1.32371     1.6518     1.24785     0.539425       30218 
6969.33        0.2446         1.3238     1.6519     1.24785     0.539354       30216 
6970.05        0.24465        1.32389     1.6521     1.24791     0.539282       30214 
6974.2         0.2447         1.32398     1.6522     1.24791     0.539211       30212 
6979.26        0.24475        1.32406     1.6524     1.24798     0.539139       30210 
6979.38        0.2448         1.32415     1.6526     1.24804     0.539068       30208 
6983.39        0.24485        1.32424     1.6527     1.24804     0.538997       30206 
6989.28        0.2449         1.32433     1.6531     1.24826     0.538925       30204 
6989.31        0.24495        1.32442     1.6533     1.24832     0.538854       30202 
6990.4         0.245          1.3245     1.6535     1.24839     0.538783       30200 
6991.88        0.24505        1.32459     1.6537     1.24846     0.538711       30198 
6993.75        0.2451         1.32468     1.6538     1.24845     0.53864        30196 
6996.54        0.24515        1.32477     1.6542     1.24867     0.538569       30194 
6998.07        0.2452         1.32485     1.6544     1.24874     0.538497       30192 
6998.32        0.24525        1.32494     1.6545     1.24873     0.538426       30190 
6998.59        0.2453         1.32503     1.6547     1.2488     0.538355       30188 
7000.01        0.24535        1.32512     1.6548     1.24879     0.538283       30186 
7005.3         0.2454         1.32521     1.6549     1.24879     0.538212       30184 
7005.74        0.24545        1.32529     1.655      1.24878     0.538141       30182 
7006.22        0.2455         1.32538     1.6551     1.24877     0.538069       30180 
7014.79        0.24555        1.32547     1.6554     1.24892     0.537998       30178 
7017.24        0.2456         1.32556     1.6555     1.24891     0.537927       30176 
7017.58        0.24565        1.32564     1.6557     1.24898     0.537855       30174 
7018.37        0.2457         1.32573     1.6558     1.24897     0.537784       30172 
7019.97        0.24575        1.32582     1.6559     1.24896     0.537713       30170 
7022.22        0.2458         1.32591     1.6561     1.24903     0.537641       30168 
7024.65        0.24585        1.326      1.6562     1.24902     0.53757        30166 
7027.27        0.2459         1.32608     1.6563     1.24902     0.537499       30164 
7034.01        0.24595        1.32617     1.6564     1.24901     0.537428       30162 
7036.34        0.246          1.32626     1.6565     1.249      0.537356       30160 
7039.99        0.24605        1.32635     1.6567     1.24907     0.537285       30158 
7040.16        0.2461         1.32644     1.6569     1.24914     0.537214       30156 
7042.42        0.24615        1.32652     1.657      1.24913     0.537143       30154 
7046.8         0.2462         1.32661     1.6571     1.24912     0.537071       30152 
7048.14        0.24625        1.3267     1.6572     1.24911     0.537          30150 
7048.85        0.2463         1.32679     1.6573     1.24911     0.536929       30148 
7050.7         0.24635        1.32688     1.6574     1.2491     0.536858       30146 
7050.94        0.2464         1.32696     1.6578     1.24932     0.536786       30144 
7051.22        0.24645        1.32705     1.658      1.24939     0.536715       30142 
7057.02        0.2465         1.32714     1.6581     1.24938     0.536644       30140 
7058.46        0.24655        1.32723     1.6582     1.24937     0.536573       30138 
7058.54        0.2466         1.32732     1.6584     1.24944     0.536502       30136 
7059.73        0.24665        1.3274     1.6585     1.24943     0.53643        30134 
7062.22        0.2467         1.32749     1.6586     1.24942     0.536359       30132 
7066.82        0.24675        1.32758     1.6587     1.24942     0.536288       30130 
7070.59        0.2468         1.32767     1.6588     1.24941     0.536217       30128 
7071.64        0.24685        1.32776     1.6589     1.2494     0.536146       30126 
7073.49        0.2469         1.32784     1.659      1.24939     0.536074       30124 
7077.2         0.24695        1.32793     1.6591     1.24939     0.536003       30122 
7079.7         0.247          1.32802     1.6592     1.24938     0.535932       30120 
7082.15        0.24705        1.32811     1.6593     1.24937     0.535861       30118 
7085.45        0.2471         1.3282     1.6595     1.24944     0.53579        30116 
7090.3         0.24715        1.32829     1.6597     1.24951     0.535719       30114 
7092.13        0.2472         1.32837     1.6598     1.2495     0.535647       30112 
7092.6         0.24725        1.32846     1.6599     1.24949     0.535576       30110 
7095.43        0.2473         1.32855     1.66       1.24948     0.535505       30108 
7099.67        0.24735        1.32864     1.6602     1.24955     0.535434       30106 
7100.19        0.2474         1.32873     1.6606     1.24977     0.535363       30104 
7100.78        0.24745        1.32882     1.6607     1.24976     0.535292       30102 
7100.88        0.2475         1.3289     1.6608     1.24975     0.535221       30100 
7101.03        0.24755        1.32899     1.6609     1.24974     0.53515        30098 
7101.53        0.2476         1.32908     1.661      1.24974     0.535078       30096 
7101.72        0.24765        1.32917     1.6611     1.24973     0.535007       30094 
7105.57        0.2477         1.32926     1.6612     1.24972     0.534936       30092 
7105.96        0.24775        1.32935     1.6616     1.24994     0.534865       30090 
7108           0.2478         1.32943     1.6617     1.24993     0.534794       30088 
7108.66        0.24785        1.32952     1.6619     1.25       0.534723       30086 
7111.18        0.2479         1.32961     1.662      1.24999     0.534652       30084 
7111.26        0.24795        1.3297     1.6622     1.25006     0.534581       30082 
7111.37        0.248          1.32979     1.6624     1.25012     0.53451        30080 
7111.66        0.24805        1.32988     1.6626     1.25019     0.534439       30078 
7112.11        0.2481         1.32996     1.6628     1.25026     0.534368       30076 
7113.68        0.24815        1.33005     1.6629     1.25025     0.534296       30074 
7114.2         0.2482         1.33014     1.6631     1.25032     0.534225       30072 
7114.45        0.24825        1.33023     1.6633     1.25039     0.534154       30070 
7115.48        0.2483         1.33032     1.6634     1.25038     0.534083       30068 
7117.46        0.24835        1.33041     1.6636     1.25044     0.534012       30066 
7119.72        0.2484         1.33049     1.6637     1.25044     0.533941       30064 
7119.73        0.24845        1.33058     1.6638     1.25043     0.53387        30062 
7123.42        0.2485         1.33067     1.6639     1.25042     0.533799       30060 
7125.79        0.24855        1.33076     1.664      1.25041     0.533728       30058 
7126.88        0.2486         1.33085     1.6641     1.2504     0.533657       30056 
7128.68        0.24865        1.33094     1.6643     1.25047     0.533586       30054 
7130.55        0.2487         1.33103     1.6645     1.25054     0.533515       30052 
7130.72        0.24875        1.33111     1.6646     1.25053     0.533444       30050 
7133.79        0.2488         1.3312     1.6647     1.25052     0.533373       30048 
7136.6         0.24885        1.33129     1.6648     1.25051     0.533302       30046 
7138.28        0.2489         1.33138     1.665      1.25058     0.533231       30044 
7138.55        0.24895        1.33147     1.6653     1.25072     0.53316        30042 
7141.12        0.249          1.33156     1.6654     1.25072     0.533089       30040 
7149.59        0.24905        1.33165     1.6655     1.25071     0.533018       30038 
7149.68        0.2491         1.33174     1.6657     1.25077     0.532947       30036 
7150.3         0.24915        1.33182     1.6658     1.25077     0.532876       30034 
7152.72        0.2492         1.33191     1.666      1.25083     0.532805       30032 
7154.11        0.24925        1.332      1.6662     1.2509     0.532734       30030 
7155.04        0.2493         1.33209     1.6664     1.25097     0.532663       30028 
7157.2         0.24935        1.33218     1.6665     1.25096     0.532592       30026 
7163.18        0.2494         1.33227     1.6666     1.25095     0.532521       30024 
7163.41        0.24945        1.33236     1.6667     1.25094     0.532451       30022 
7165.37        0.2495         1.33245     1.6668     1.25093     0.53238        30020 
7168.83        0.24955        1.33253     1.6669     1.25093     0.532309       30018 
7168.88        0.2496         1.33262     1.667      1.25092     0.532238       30016 
7169.13        0.24965        1.33271     1.6671     1.25091     0.532167       30014 
7170.95        0.2497         1.3328     1.6672     1.2509     0.532096       30012 
7174.59        0.24975        1.33289     1.6676     1.25112     0.532025       30010 
7175.12        0.2498         1.33298     1.6678     1.25118     0.531954       30008 
7177.59        0.24985        1.33307     1.6682     1.2514     0.531883       30006 
7177.82        0.2499         1.33316     1.6684     1.25147     0.531812       30004 
7178.24        0.24995        1.33324     1.6685     1.25146     0.531741       30002 
7178.46        0.25           1.33333     1.6687     1.25153     0.531671       30000 
7179.81        0.25005        1.33342     1.6688     1.25152     0.5316         29998 
7183.99        0.2501         1.33351     1.6691     1.25166     0.531529       29996 
7193.71        0.25015        1.3336     1.6692     1.25165     0.531458       29994 
7197.36        0.2502         1.33369     1.6694     1.25172     0.531387       29992 
7198.77        0.25025        1.33378     1.6696     1.25178     0.531316       29990 
7202.37        0.2503         1.33387     1.6698     1.25185     0.531245       29988 
7202.8         0.25035        1.33396     1.6699     1.25184     0.531174       29986 
7203.5         0.2504         1.33404     1.67       1.25183     0.531104       29984 
7210.11        0.25045        1.33413     1.6701     1.25182     0.531033       29982 
7211.97        0.2505         1.33422     1.6703     1.25189     0.530962       29980 
7212.29        0.25055        1.33431     1.6704     1.25188     0.530891       29978 
7215.02        0.2506         1.3344     1.6706     1.25195     0.53082        29976 
7218.65        0.25065        1.33449     1.6708     1.25201     0.530749       29974 
7219.9         0.2507         1.33458     1.6709     1.25201     0.530679       29972 
7222.15        0.25075        1.33467     1.6711     1.25207     0.530608       29970 
7223.5         0.2508         1.33476     1.6713     1.25214     0.530537       29968 
7225.16        0.25085        1.33485     1.6714     1.25213     0.530466       29966 
7225.68        0.2509         1.33494     1.6716     1.2522     0.530395       29964 
7227.51        0.25095        1.33502     1.6717     1.25219     0.530325       29962 
7227.78        0.251          1.33511     1.6725     1.2527     0.530254       29960 
7229.39        0.25105        1.3352     1.6727     1.25277     0.530183       29958 
7231.63        0.2511         1.33529     1.6728     1.25276     0.530112       29956 
7232           0.25115        1.33538     1.6729     1.25275     0.530041       29954 
7232.08        0.2512         1.33547     1.673      1.25274     0.529971       29952 
7233.09        0.25125        1.33556     1.6734     1.25296     0.5299         29950 
7235.05        0.2513         1.33565     1.6735     1.25295     0.529829       29948 
7235.69        0.25135        1.33574     1.6736     1.25294     0.529758       29946 
7239.67        0.2514         1.33583     1.6737     1.25293     0.529688       29944 
7239.72        0.25145        1.33592     1.6738     1.25292     0.529617       29942 
7240.12        0.2515         1.33601     1.674      1.25299     0.529546       29940 
7244.71        0.25155        1.33609     1.6742     1.25305     0.529475       29938 
7245.64        0.2516         1.33618     1.6745     1.2532     0.529405       29936 
7246.21        0.25165        1.33627     1.6746     1.25319     0.529334       29934 
7247.05        0.2517         1.33636     1.6749     1.25333     0.529263       29932 
7248.9         0.25175        1.33645     1.675      1.25332     0.529192       29930 
7249.11        0.2518         1.33654     1.6751     1.25331     0.529122       29928 
7249.19        0.25185        1.33663     1.6757     1.25367     0.529051       29926 
7249.97        0.2519         1.33672     1.6758     1.25367     0.52898        29924 
7250.95        0.25195        1.33681     1.6759     1.25366     0.52891        29922 
7251.53        0.252          1.3369     1.676      1.25365     0.528839       29920 
7252.16        0.25205        1.33699     1.6761     1.25364     0.528768       29918 
7253.75        0.2521         1.33708     1.6762     1.25363     0.528698       29916 
7254           0.25215        1.33717     1.6763     1.25362     0.528627       29914 
7256.05        0.2522         1.33726     1.6764     1.25361     0.528556       29912 
7257.68        0.25225        1.33735     1.6765     1.2536     0.528485       29910 
7260.11        0.2523         1.33743     1.6769     1.25382     0.528415       29908 
7261.23        0.25235        1.33752     1.6771     1.25388     0.528344       29906 
7267           0.2524         1.33761     1.6773     1.25395     0.528273       29904 
7267.08        0.25245        1.3377     1.6774     1.25394     0.528203       29902 
7269.53        0.2525         1.33779     1.6775     1.25393     0.528132       29900 
7270.63        0.25255        1.33788     1.6776     1.25392     0.528062       29898 
7273.39        0.2526         1.33797     1.6778     1.25399     0.527991       29896 
7275           0.25265        1.33806     1.678      1.25405     0.52792        29894 
7275.61        0.2527         1.33815     1.6782     1.25412     0.52785        29892 
7287.61        0.25275        1.33824     1.6784     1.25418     0.527779       29890 
7290.64        0.2528         1.33833     1.6786     1.25425     0.527708       29888 
7299.9         0.25285        1.33842     1.6789     1.25439     0.527638       29886 
7299.96        0.2529         1.33851     1.6791     1.25446     0.527567       29884 
7300.99        0.25295        1.3386     1.6793     1.25452     0.527497       29882 
7302.1         0.253          1.33869     1.6795     1.25459     0.527426       29880 
7302.11        0.25305        1.33878     1.6796     1.25458     0.527355       29878 
7304.21        0.2531         1.33887     1.6797     1.25457     0.527285       29876 
7304.27        0.25315        1.33896     1.6799     1.25463     0.527214       29874 
7307.01        0.2532         1.33905     1.6805     1.255      0.527144       29872 
7307.02        0.25325        1.33914     1.6806     1.25499     0.527073       29870 
7308.16        0.2533         1.33923     1.6807     1.25498     0.527002       29868 
7309.64        0.25335        1.33932     1.6808     1.25497     0.526932       29866 
7313.44        0.2534         1.33941     1.681      1.25503     0.526861       29864 
7314.46        0.25345        1.3395     1.6812     1.2551     0.526791       29862 
7315.21        0.2535         1.33958     1.6816     1.25531     0.52672        29860 
7320.48        0.25355        1.33967     1.6819     1.25545     0.52665        29858 
7322.67        0.2536         1.33976     1.682      1.25544     0.526579       29856 
7324.33        0.25365        1.33985     1.6821     1.25544     0.526509       29854 
7326.63        0.2537         1.33994     1.6822     1.25543     0.526438       29852 
7330           0.25375        1.34003     1.6824     1.25549     0.526367       29850 
7336.03        0.2538         1.34012     1.6825     1.25548     0.526297       29848 
7343.16        0.25385        1.34021     1.6829     1.2557     0.526226       29846 
7343.62        0.2539         1.3403     1.683      1.25569     0.526156       29844 
7344.16        0.25395        1.34039     1.6836     1.25605     0.526085       29842 
7344.86        0.254          1.34048     1.6838     1.25611     0.526015       29840 
7346.19        0.25405        1.34057     1.684      1.25618     0.525944       29838 
7347.63        0.2541         1.34066     1.6842     1.25624     0.525874       29836 
7348.54        0.25415        1.34075     1.6843     1.25624     0.525803       29834 
7349.3         0.2542         1.34084     1.6844     1.25623     0.525733       29832 
7352.16        0.25425        1.34093     1.6845     1.25622     0.525662       29830 
7353.19        0.2543         1.34102     1.6846     1.25621     0.525592       29828 
7353.78        0.25435        1.34111     1.6847     1.2562     0.525521       29826 
7355.34        0.2544         1.3412     1.6848     1.25619     0.525451       29824 
7355.4         0.25445        1.34129     1.685      1.25625     0.52538        29822 
7356.2         0.2545         1.34138     1.6852     1.25632     0.52531        29820 
7366.65        0.25455        1.34147     1.6854     1.25638     0.52524        29818 
7368.17        0.2546         1.34156     1.6855     1.25637     0.525169       29816 
7370.08        0.25465        1.34165     1.6856     1.25636     0.525099       29814 
7370.2         0.2547         1.34174     1.6857     1.25635     0.525028       29812 
7370.62        0.25475        1.34183     1.6859     1.25642     0.524958       29810 
7375.13        0.2548         1.34192     1.6861     1.25648     0.524887       29808 
7376.46        0.25485        1.34201     1.6864     1.25662     0.524817       29806 
7377.14        0.2549         1.3421     1.6867     1.25676     0.524746       29804 
7379.1         0.25495        1.34219     1.6868     1.25675     0.524676       29802 
7383.12        0.255          1.34228     1.6872     1.25696     0.524606       29800 
7385.86        0.25505        1.34237     1.6873     1.25695     0.524535       29798 
7386.47        0.2551         1.34246     1.6876     1.25709     0.524465       29796 
7389.21        0.25515        1.34255     1.6877     1.25708     0.524394       29794 
7392.67        0.2552         1.34264     1.6878     1.25707     0.524324       29792 
7395.47        0.25525        1.34273     1.6879     1.25706     0.524254       29790 
7395.48        0.2553         1.34282     1.688      1.25705     0.524183       29788 
7397.25        0.25535        1.34291     1.6881     1.25704     0.524113       29786 
7398.98        0.2554         1.343      1.6893     1.25785     0.524043       29784 
7399.25        0.25545        1.34309     1.6894     1.25784     0.523972       29782 
7399.33        0.2555         1.34318     1.6895     1.25783     0.523902       29780 
7399.64        0.25555        1.34327     1.6897     1.2579     0.523831       29778 
