time           Conversion     Mn         Mw         D          total rate     unreactedfunctional
4.01586        5e-05          1.00005     1.0001     1.00005     0.945066       39998 
4.63307        0.0001         1.0001     1.0002     1.0001     0.944971       39996 
8.14007        0.00015        1.00015     1.0003     1.00015     0.944877       39994 
8.8663         0.0002         1.0002     1.0004     1.0002     0.944782       39992 
8.9687         0.00025        1.00025     1.0005     1.00025     0.944688       39990 
9.52311        0.0003         1.0003     1.0006     1.0003     0.944594       39988 
12.8492        0.00035        1.00035     1.0007     1.00035     0.944499       39986 
13.1698        0.0004         1.0004     1.0008     1.0004     0.944405       39984 
13.3269        0.00045        1.00045     1.0009     1.00045     0.94431        39982 
13.6553        0.0005         1.0005     1.001      1.0005     0.944216       39980 
14.3834        0.00055        1.00055     1.0011     1.00055     0.944121       39978 
14.8598        0.0006         1.0006     1.0012     1.0006     0.944027       39976 
16.5196        0.00065        1.00065     1.0013     1.00065     0.943932       39974 
17.5962        0.0007         1.0007     1.0014     1.0007     0.943838       39972 
18.862         0.00075        1.00075     1.0015     1.00075     0.943743       39970 
19.2166        0.0008         1.0008     1.0016     1.0008     0.943649       39968 
19.3678        0.00085        1.00085     1.0017     1.00085     0.943554       39966 
19.5723        0.0009         1.0009     1.0018     1.0009     0.94346        39964 
19.7411        0.00095        1.00095     1.0019     1.00095     0.943366       39962 
23.1305        0.001          1.001      1.002      1.001      0.943271       39960 
24.2763        0.00105        1.00105     1.0021     1.00105     0.943177       39958 
25.9477        0.0011         1.0011     1.0022     1.0011     0.943082       39956 
27.3024        0.00115        1.00115     1.0023     1.00115     0.942988       39954 
28.4795        0.0012         1.0012     1.0024     1.0012     0.942894       39952 
29.1673        0.00125        1.00125     1.0026     1.00135     0.942799       39950 
30.326         0.0013         1.0013     1.0027     1.0014     0.942705       39948 
30.7593        0.00135        1.00135     1.0028     1.00145     0.94261        39946 
31.0181        0.0014         1.0014     1.0029     1.0015     0.942516       39944 
34.6987        0.00145        1.00145     1.003      1.00155     0.942422       39942 
35.4468        0.0015         1.0015     1.0031     1.0016     0.942327       39940 
35.4708        0.00155        1.00155     1.0032     1.00165     0.942233       39938 
36.0882        0.0016         1.0016     1.0033     1.00169     0.942139       39936 
38.461         0.00165        1.00165     1.0034     1.00174     0.942044       39934 
41.8485        0.0017         1.0017     1.0035     1.00179     0.94195        39932 
42.1245        0.00175        1.00175     1.0036     1.00184     0.941856       39930 
42.2577        0.0018         1.0018     1.0037     1.00189     0.941761       39928 
42.3227        0.00185        1.00185     1.0038     1.00194     0.941667       39926 
42.3411        0.0019         1.0019     1.0039     1.00199     0.941572       39924 
46.0787        0.00195        1.00195     1.004      1.00204     0.941478       39922 
46.3824        0.002          1.002      1.0041     1.00209     0.941384       39920 
47.0728        0.00205        1.00205     1.0042     1.00214     0.94129        39918 
47.328         0.0021         1.0021     1.0043     1.00219     0.941195       39916 
51.1758        0.00215        1.00215     1.0044     1.00224     0.941101       39914 
51.7891        0.0022         1.0022     1.0045     1.00229     0.941007       39912 
52.0425        0.00225        1.00226     1.0046     1.00234     0.940912       39910 
52.2725        0.0023         1.00231     1.0047     1.00239     0.940818       39908 
54.059         0.00235        1.00236     1.0048     1.00244     0.940724       39906 
54.6586        0.0024         1.00241     1.0049     1.00249     0.940629       39904 
55.6283        0.00245        1.00246     1.005      1.00254     0.940535       39902 
57.2525        0.0025         1.00251     1.0051     1.00259     0.940441       39900 
59.697         0.00255        1.00256     1.0052     1.00264     0.940347       39898 
59.7429        0.0026         1.00261     1.0053     1.00269     0.940252       39896 
59.9664        0.00265        1.00266     1.0054     1.00274     0.940158       39894 
63.2241        0.0027         1.00271     1.0055     1.00279     0.940064       39892 
67.0063        0.00275        1.00276     1.0056     1.00283     0.93997        39890 
67.3813        0.0028         1.00281     1.0057     1.00288     0.939875       39888 
67.6476        0.00285        1.00286     1.0058     1.00293     0.939781       39886 
67.9948        0.0029         1.00291     1.0059     1.00298     0.939687       39884 
69.0341        0.00295        1.00296     1.006      1.00303     0.939593       39882 
69.4647        0.003          1.00301     1.0061     1.00308     0.939498       39880 
70.459         0.00305        1.00306     1.0062     1.00313     0.939404       39878 
70.5752        0.0031         1.00311     1.0063     1.00318     0.93931        39876 
70.8128        0.00315        1.00316     1.0064     1.00323     0.939216       39874 
70.8902        0.0032         1.00321     1.0065     1.00328     0.939121       39872 
70.9353        0.00325        1.00326     1.0066     1.00333     0.939027       39870 
71.5946        0.0033         1.00331     1.0067     1.00338     0.938933       39868 
72.3968        0.00335        1.00336     1.0068     1.00343     0.938839       39866 
73.1495        0.0034         1.00341     1.0069     1.00348     0.938745       39864 
73.3321        0.00345        1.00346     1.007      1.00353     0.93865        39862 
73.5063        0.0035         1.00351     1.0071     1.00358     0.938556       39860 
76.5355        0.00355        1.00356     1.0072     1.00362     0.938462       39858 
77.1941        0.0036         1.00361     1.0073     1.00367     0.938368       39856 
77.2042        0.00365        1.00366     1.0074     1.00372     0.938274       39854 
77.5122        0.0037         1.00371     1.0075     1.00377     0.93818        39852 
78.8247        0.00375        1.00376     1.0076     1.00382     0.938085       39850 
79.3253        0.0038         1.00381     1.0077     1.00387     0.937991       39848 
80.673         0.00385        1.00386     1.0078     1.00392     0.937897       39846 
82.4153        0.0039         1.00392     1.0079     1.00397     0.937803       39844 
82.7106        0.00395        1.00397     1.008      1.00402     0.937709       39842 
84.6675        0.004          1.00402     1.0081     1.00407     0.937615       39840 
85.3985        0.00405        1.00407     1.0082     1.00412     0.937521       39838 
86.4392        0.0041         1.00412     1.0083     1.00417     0.937426       39836 
88.2139        0.00415        1.00417     1.0084     1.00422     0.937332       39834 
88.2233        0.0042         1.00422     1.0085     1.00426     0.937238       39832 
88.7197        0.00425        1.00427     1.0086     1.00431     0.937144       39830 
89.0236        0.0043         1.00432     1.0087     1.00436     0.93705        39828 
90.0499        0.00435        1.00437     1.0088     1.00441     0.936956       39826 
90.217         0.0044         1.00442     1.0089     1.00446     0.936862       39824 
90.3382        0.00445        1.00447     1.009      1.00451     0.936768       39822 
93.3214        0.0045         1.00452     1.0092     1.00466     0.936674       39820 
97.7661        0.00455        1.00457     1.0093     1.00471     0.93658        39818 
99.4868        0.0046         1.00462     1.0094     1.00476     0.936485       39816 
100.831        0.00465        1.00467     1.0095     1.00481     0.936391       39814 
101.345        0.0047         1.00472     1.0096     1.00485     0.936297       39812 
101.903        0.00475        1.00477     1.0097     1.0049     0.936203       39810 
102.84         0.0048         1.00482     1.0098     1.00495     0.936109       39808 
106.857        0.00485        1.00487     1.0099     1.005      0.936015       39806 
106.967        0.0049         1.00492     1.01       1.00505     0.935921       39804 
107.042        0.00495        1.00497     1.0101     1.0051     0.935827       39802 
109.402        0.005          1.00503     1.0102     1.00515     0.935733       39800 
110.837        0.00505        1.00508     1.0103     1.0052     0.935639       39798 
111.868        0.0051         1.00513     1.0104     1.00525     0.935545       39796 
112.684        0.00515        1.00518     1.0105     1.0053     0.935451       39794 
118.361        0.0052         1.00523     1.0106     1.00534     0.935357       39792 
119.888        0.00525        1.00528     1.0107     1.00539     0.935263       39790 
119.893        0.0053         1.00533     1.0108     1.00544     0.935169       39788 
121.615        0.00535        1.00538     1.0109     1.00549     0.935075       39786 
121.832        0.0054         1.00543     1.011      1.00554     0.934981       39784 
122.797        0.00545        1.00548     1.0111     1.00559     0.934887       39782 
123.139        0.0055         1.00553     1.0112     1.00564     0.934793       39780 
124.165        0.00555        1.00558     1.0113     1.00569     0.934699       39778 
124.804        0.0056         1.00563     1.0114     1.00574     0.934605       39776 
125.322        0.00565        1.00568     1.0115     1.00579     0.934511       39774 
127.19         0.0057         1.00573     1.0116     1.00583     0.934417       39772 
128.448        0.00575        1.00578     1.0117     1.00588     0.934323       39770 
128.587        0.0058         1.00583     1.0118     1.00593     0.934229       39768 
128.619        0.00585        1.00588     1.0119     1.00598     0.934135       39766 
128.647        0.0059         1.00594     1.012      1.00603     0.934041       39764 
130.817        0.00595        1.00599     1.0121     1.00608     0.933947       39762 
131.398        0.006          1.00604     1.0122     1.00613     0.933853       39760 
131.879        0.00605        1.00609     1.0123     1.00618     0.933759       39758 
131.95         0.0061         1.00614     1.0124     1.00622     0.933665       39756 
132.047        0.00615        1.00619     1.0125     1.00627     0.933571       39754 
132.255        0.0062         1.00624     1.0126     1.00632     0.933477       39752 
132.937        0.00625        1.00629     1.0127     1.00637     0.933384       39750 
135.447        0.0063         1.00634     1.0128     1.00642     0.93329        39748 
135.454        0.00635        1.00639     1.0129     1.00647     0.933196       39746 
135.572        0.0064         1.00644     1.013      1.00652     0.933102       39744 
136.32         0.00645        1.00649     1.0131     1.00657     0.933008       39742 
136.476        0.0065         1.00654     1.0132     1.00661     0.932914       39740 
136.485        0.00655        1.00659     1.0133     1.00666     0.93282        39738 
137.231        0.0066         1.00664     1.0134     1.00671     0.932726       39736 
138.275        0.00665        1.00669     1.0135     1.00676     0.932632       39734 
140.371        0.0067         1.00675     1.0136     1.00681     0.932538       39732 
141.95         0.00675        1.0068     1.0137     1.00686     0.932445       39730 
142.085        0.0068         1.00685     1.0138     1.00691     0.932351       39728 
142.177        0.00685        1.0069     1.0139     1.00695     0.932257       39726 
144.963        0.0069         1.00695     1.014      1.007      0.932163       39724 
146.62         0.00695        1.007      1.0141     1.00705     0.932069       39722 
146.65         0.007          1.00705     1.0142     1.0071     0.931975       39720 
148.985        0.00705        1.0071     1.0143     1.00715     0.931881       39718 
150.399        0.0071         1.00715     1.0144     1.0072     0.931788       39716 
150.999        0.00715        1.0072     1.0145     1.00725     0.931694       39714 
152.55         0.0072         1.00725     1.0146     1.00729     0.9316         39712 
155.39         0.00725        1.0073     1.0147     1.00734     0.931506       39710 
155.642        0.0073         1.00735     1.0148     1.00739     0.931412       39708 
155.689        0.00735        1.0074     1.0149     1.00744     0.931318       39706 
155.717        0.0074         1.00746     1.015      1.00749     0.931225       39704 
156.012        0.00745        1.00751     1.0151     1.00754     0.931131       39702 
157.808        0.0075         1.00756     1.0152     1.00759     0.931037       39700 
158.249        0.00755        1.00761     1.0153     1.00763     0.930943       39698 
158.745        0.0076         1.00766     1.0154     1.00768     0.930849       39696 
161.173        0.00765        1.00771     1.0155     1.00773     0.930756       39694 
162.236        0.0077         1.00776     1.0156     1.00778     0.930662       39692 
163.834        0.00775        1.00781     1.0157     1.00783     0.930568       39690 
166.44         0.0078         1.00786     1.0158     1.00788     0.930474       39688 
166.517        0.00785        1.00791     1.0159     1.00793     0.93038        39686 
169.629        0.0079         1.00796     1.016      1.00797     0.930287       39684 
173.155        0.00795        1.00801     1.0161     1.00802     0.930193       39682 
173.285        0.008          1.00806     1.0162     1.00807     0.930099       39680 
173.335        0.00805        1.00812     1.0163     1.00812     0.930005       39678 
174.038        0.0081         1.00817     1.0164     1.00817     0.929912       39676 
174.138        0.00815        1.00822     1.0165     1.00822     0.929818       39674 
174.488        0.0082         1.00827     1.0166     1.00826     0.929724       39672 
174.654        0.00825        1.00832     1.0167     1.00831     0.92963        39670 
174.783        0.0083         1.00837     1.0168     1.00836     0.929537       39668 
175.486        0.00835        1.00842     1.0169     1.00841     0.929443       39666 
176.394        0.0084         1.00847     1.017      1.00846     0.929349       39664 
178.763        0.00845        1.00852     1.0171     1.00851     0.929256       39662 
178.995        0.0085         1.00857     1.0172     1.00855     0.929162       39660 
179.145        0.00855        1.00862     1.0173     1.0086     0.929068       39658 
179.15         0.0086         1.00867     1.0174     1.00865     0.928974       39656 
185.466        0.00865        1.00873     1.0175     1.0087     0.928881       39654 
187.084        0.0087         1.00878     1.0176     1.00875     0.928787       39652 
188.195        0.00875        1.00883     1.0177     1.0088     0.928693       39650 
189.089        0.0088         1.00888     1.0178     1.00884     0.9286         39648 
191.377        0.00885        1.00893     1.0179     1.00889     0.928506       39646 
193.642        0.0089         1.00898     1.018      1.00894     0.928412       39644 
194.52         0.00895        1.00903     1.0181     1.00899     0.928319       39642 
196.458        0.009          1.00908     1.0182     1.00904     0.928225       39640 
196.829        0.00905        1.00913     1.0183     1.00908     0.928131       39638 
198.346        0.0091         1.00918     1.0184     1.00913     0.928038       39636 
198.359        0.00915        1.00923     1.0185     1.00918     0.927944       39634 
198.416        0.0092         1.00929     1.0186     1.00923     0.92785        39632 
198.519        0.00925        1.00934     1.0187     1.00928     0.927757       39630 
199.113        0.0093         1.00939     1.0188     1.00933     0.927663       39628 
199.617        0.00935        1.00944     1.0189     1.00937     0.92757        39626 
199.914        0.0094         1.00949     1.019      1.00942     0.927476       39624 
200.144        0.00945        1.00954     1.0191     1.00947     0.927382       39622 
205.395        0.0095         1.00959     1.0192     1.00952     0.927289       39620 
209.776        0.00955        1.00964     1.0193     1.00957     0.927195       39618 
210.109        0.0096         1.00969     1.0194     1.00961     0.927101       39616 
215.008        0.00965        1.00974     1.0195     1.00966     0.927008       39614 
216.22         0.0097         1.0098     1.0196     1.00971     0.926914       39612 
218.196        0.00975        1.00985     1.0197     1.00976     0.926821       39610 
219.558        0.0098         1.0099     1.0198     1.00981     0.926727       39608 
222            0.00985        1.00995     1.0199     1.00985     0.926633       39606 
222.226        0.0099         1.01       1.02       1.0099     0.92654        39604 
222.738        0.00995        1.01005     1.0201     1.00995     0.926446       39602 
222.756        0.01           1.0101     1.0202     1.01       0.926353       39600 
225.403        0.01005        1.01015     1.0203     1.01005     0.926259       39598 
225.465        0.0101         1.0102     1.0204     1.01009     0.926166       39596 
228.348        0.01015        1.01025     1.0205     1.01014     0.926072       39594 
230.997        0.0102         1.01031     1.0206     1.01019     0.925979       39592 
231.4          0.01025        1.01036     1.0207     1.01024     0.925885       39590 
234.147        0.0103         1.01041     1.0209     1.01038     0.925791       39588 
234.989        0.01035        1.01046     1.021      1.01043     0.925698       39586 
235.599        0.0104         1.01051     1.0211     1.01048     0.925604       39584 
236.938        0.01045        1.01056     1.0212     1.01053     0.925511       39582 
237.115        0.0105         1.01061     1.0214     1.01068     0.925417       39580 
238.178        0.01055        1.01066     1.0215     1.01072     0.925324       39578 
238.819        0.0106         1.01071     1.0216     1.01077     0.92523        39576 
239.407        0.01065        1.01076     1.0217     1.01082     0.925137       39574 
241.65         0.0107         1.01082     1.0218     1.01087     0.925043       39572 
242.204        0.01075        1.01087     1.0219     1.01091     0.92495        39570 
242.926        0.0108         1.01092     1.022      1.01096     0.924856       39568 
244.865        0.01085        1.01097     1.0221     1.01101     0.924763       39566 
248.376        0.0109         1.01102     1.0222     1.01106     0.924669       39564 
248.408        0.01095        1.01107     1.0223     1.01111     0.924576       39562 
248.884        0.011          1.01112     1.0224     1.01115     0.924482       39560 
249.484        0.01105        1.01117     1.0225     1.0112     0.924389       39558 
250.047        0.0111         1.01122     1.0226     1.01125     0.924295       39556 
251.351        0.01115        1.01128     1.0227     1.0113     0.924202       39554 
253.035        0.0112         1.01133     1.0228     1.01134     0.924109       39552 
254.361        0.01125        1.01138     1.0229     1.01139     0.924015       39550 
254.539        0.0113         1.01143     1.023      1.01144     0.923922       39548 
254.994        0.01135        1.01148     1.0231     1.01149     0.923828       39546 
255.127        0.0114         1.01153     1.0232     1.01154     0.923735       39544 
256.344        0.01145        1.01158     1.0233     1.01158     0.923641       39542 
256.998        0.0115         1.01163     1.0234     1.01163     0.923548       39540 
257.163        0.01155        1.01168     1.0235     1.01168     0.923454       39538 
257.911        0.0116         1.01174     1.0236     1.01173     0.923361       39536 
257.973        0.01165        1.01179     1.0237     1.01177     0.923268       39534 
258.101        0.0117         1.01184     1.0238     1.01182     0.923174       39532 
259.32         0.01175        1.01189     1.0239     1.01187     0.923081       39530 
259.418        0.0118         1.01194     1.024      1.01192     0.922987       39528 
260.855        0.01185        1.01199     1.0241     1.01196     0.922894       39526 
260.866        0.0119         1.01204     1.0242     1.01201     0.922801       39524 
260.99         0.01195        1.01209     1.0243     1.01206     0.922707       39522 
261.325        0.012          1.01215     1.0244     1.01211     0.922614       39520 
262.104        0.01205        1.0122     1.0245     1.01215     0.92252        39518 
262.984        0.0121         1.01225     1.0246     1.0122     0.922427       39516 
263.695        0.01215        1.0123     1.0247     1.01225     0.922334       39514 
266.17         0.0122         1.01235     1.0248     1.0123     0.92224        39512 
266.639        0.01225        1.0124     1.0249     1.01234     0.922147       39510 
267.316        0.0123         1.01245     1.0251     1.01249     0.922054       39508 
267.489        0.01235        1.0125     1.0252     1.01254     0.92196        39506 
268.888        0.0124         1.01256     1.0253     1.01259     0.921867       39504 
268.97         0.01245        1.01261     1.0254     1.01263     0.921774       39502 
268.976        0.0125         1.01266     1.0255     1.01268     0.92168        39500 
269.164        0.01255        1.01271     1.0256     1.01273     0.921587       39498 
271.239        0.0126         1.01276     1.0257     1.01278     0.921494       39496 
271.638        0.01265        1.01281     1.0258     1.01282     0.9214         39494 
271.922        0.0127         1.01286     1.0259     1.01287     0.921307       39492 
274.652        0.01275        1.01291     1.026      1.01292     0.921214       39490 
275.184        0.0128         1.01297     1.0261     1.01297     0.92112        39488 
275.649        0.01285        1.01302     1.0262     1.01301     0.921027       39486 
275.948        0.0129         1.01307     1.0263     1.01306     0.920934       39484 
278.159        0.01295        1.01312     1.0264     1.01311     0.920841       39482 
280.688        0.013          1.01317     1.0265     1.01316     0.920747       39480 
281.072        0.01305        1.01322     1.0266     1.0132     0.920654       39478 
281.303        0.0131         1.01327     1.0267     1.01325     0.920561       39476 
281.758        0.01315        1.01333     1.0268     1.0133     0.920467       39474 
282.046        0.0132         1.01338     1.0269     1.01334     0.920374       39472 
282.491        0.01325        1.01343     1.027      1.01339     0.920281       39470 
283.868        0.0133         1.01348     1.0271     1.01344     0.920188       39468 
284.81         0.01335        1.01353     1.0272     1.01349     0.920094       39466 
287.229        0.0134         1.01358     1.0273     1.01353     0.920001       39464 
290.65         0.01345        1.01363     1.0274     1.01358     0.919908       39462 
291.545        0.0135         1.01368     1.0275     1.01363     0.919815       39460 
292.582        0.01355        1.01374     1.0276     1.01368     0.919721       39458 
292.735        0.0136         1.01379     1.0277     1.01372     0.919628       39456 
292.807        0.01365        1.01384     1.0278     1.01377     0.919535       39454 
295.61         0.0137         1.01389     1.0279     1.01382     0.919442       39452 
296.107        0.01375        1.01394     1.028      1.01387     0.919349       39450 
296.202        0.0138         1.01399     1.0281     1.01391     0.919255       39448 
298.919        0.01385        1.01404     1.0282     1.01396     0.919162       39446 
298.973        0.0139         1.0141     1.0285     1.0142     0.919069       39444 
300.573        0.01395        1.01415     1.0286     1.01425     0.918976       39442 
301.865        0.014          1.0142     1.0287     1.0143     0.918883       39440 
301.976        0.01405        1.01425     1.0288     1.01435     0.918789       39438 
302.131        0.0141         1.0143     1.0289     1.01439     0.918696       39436 
302.802        0.01415        1.01435     1.029      1.01444     0.918603       39434 
303.114        0.0142         1.0144     1.0291     1.01449     0.91851        39432 
303.494        0.01425        1.01446     1.0292     1.01453     0.918417       39430 
304.319        0.0143         1.01451     1.0293     1.01458     0.918324       39428 
304.358        0.01435        1.01456     1.0294     1.01463     0.91823        39426 
305.967        0.0144         1.01461     1.0295     1.01468     0.918137       39424 
307.241        0.01445        1.01466     1.0296     1.01472     0.918044       39422 
308.747        0.0145         1.01471     1.0297     1.01477     0.917951       39420 
309.328        0.01455        1.01476     1.0298     1.01482     0.917858       39418 
310.244        0.0146         1.01482     1.0299     1.01486     0.917765       39416 
312.489        0.01465        1.01487     1.03       1.01491     0.917672       39414 
313.798        0.0147         1.01492     1.0301     1.01496     0.917578       39412 
313.867        0.01475        1.01497     1.0302     1.015      0.917485       39410 
314.595        0.0148         1.01502     1.0303     1.01505     0.917392       39408 
314.797        0.01485        1.01507     1.0304     1.0151     0.917299       39406 
314.981        0.0149         1.01513     1.0305     1.01515     0.917206       39404 
315.128        0.01495        1.01518     1.0306     1.01519     0.917113       39402 
318.269        0.015          1.01523     1.0307     1.01524     0.91702        39400 
318.899        0.01505        1.01528     1.0308     1.01529     0.916927       39398 
322.043        0.0151         1.01533     1.0309     1.01533     0.916834       39396 
322.902        0.01515        1.01538     1.031      1.01538     0.91674        39394 
324.05         0.0152         1.01543     1.0311     1.01543     0.916647       39392 
324.574        0.01525        1.01549     1.0312     1.01547     0.916554       39390 
326.718        0.0153         1.01554     1.0314     1.01562     0.916461       39388 
326.731        0.01535        1.01559     1.0315     1.01567     0.916368       39386 
328.454        0.0154         1.01564     1.0316     1.01571     0.916275       39384 
328.615        0.01545        1.01569     1.0317     1.01576     0.916182       39382 
329.056        0.0155         1.01574     1.0318     1.01581     0.916089       39380 
330.205        0.01555        1.0158     1.0319     1.01585     0.915996       39378 
335.634        0.0156         1.01585     1.032      1.0159     0.915903       39376 
337.116        0.01565        1.0159     1.0321     1.01595     0.91581        39374 
337.162        0.0157         1.01595     1.0322     1.01599     0.915717       39372 
338.224        0.01575        1.016      1.0323     1.01604     0.915624       39370 
339.157        0.0158         1.01605     1.0324     1.01609     0.915531       39368 
339.699        0.01585        1.01611     1.0325     1.01613     0.915438       39366 
341.515        0.0159         1.01616     1.0326     1.01618     0.915345       39364 
342.598        0.01595        1.01621     1.0327     1.01623     0.915252       39362 
343.637        0.016          1.01626     1.0328     1.01628     0.915159       39360 
345.214        0.01605        1.01631     1.0329     1.01632     0.915066       39358 
346.144        0.0161         1.01636     1.033      1.01637     0.914973       39356 
346.161        0.01615        1.01642     1.0331     1.01642     0.91488        39354 
346.366        0.0162         1.01647     1.0332     1.01646     0.914787       39352 
348.609        0.01625        1.01652     1.0333     1.01651     0.914694       39350 
350.058        0.0163         1.01657     1.0334     1.01656     0.914601       39348 
350.605        0.01635        1.01662     1.0335     1.0166     0.914508       39346 
351.123        0.0164         1.01667     1.0336     1.01665     0.914415       39344 
354.122        0.01645        1.01673     1.0337     1.0167     0.914322       39342 
355.575        0.0165         1.01678     1.0338     1.01674     0.914229       39340 
355.904        0.01655        1.01683     1.0339     1.01679     0.914136       39338 
356.959        0.0166         1.01688     1.034      1.01684     0.914043       39336 
357.825        0.01665        1.01693     1.0341     1.01688     0.91395        39334 
360.114        0.0167         1.01698     1.0343     1.01703     0.913857       39332 
360.279        0.01675        1.01704     1.0344     1.01707     0.913764       39330 
360.424        0.0168         1.01709     1.0346     1.01722     0.913671       39328 
361.294        0.01685        1.01714     1.0347     1.01727     0.913579       39326 
361.926        0.0169         1.01719     1.0348     1.01731     0.913486       39324 
362.14         0.01695        1.01724     1.0349     1.01736     0.913393       39322 
363.057        0.017          1.01729     1.035      1.0174     0.9133         39320 
363.568        0.01705        1.01735     1.0351     1.01745     0.913207       39318 
370.134        0.0171         1.0174     1.0352     1.0175     0.913114       39316 
373.925        0.01715        1.01745     1.0354     1.01764     0.913021       39314 
374.182        0.0172         1.0175     1.0355     1.01769     0.912928       39312 
374.232        0.01725        1.01755     1.0356     1.01774     0.912835       39310 
376.871        0.0173         1.0176     1.0357     1.01778     0.912742       39308 
376.911        0.01735        1.01766     1.0358     1.01783     0.91265        39306 
377.932        0.0174         1.01771     1.0359     1.01788     0.912557       39304 
378.792        0.01745        1.01776     1.036      1.01792     0.912464       39302 
380.862        0.0175         1.01781     1.0361     1.01797     0.912371       39300 
381.459        0.01755        1.01786     1.0362     1.01801     0.912278       39298 
381.688        0.0176         1.01792     1.0363     1.01806     0.912185       39296 
384.754        0.01765        1.01797     1.0364     1.01811     0.912092       39294 
385.64         0.0177         1.01802     1.0365     1.01815     0.912          39292 
385.922        0.01775        1.01807     1.0366     1.0182     0.911907       39290 
386.229        0.0178         1.01812     1.0367     1.01825     0.911814       39288 
386.507        0.01785        1.01817     1.0368     1.01829     0.911721       39286 
387.143        0.0179         1.01823     1.0369     1.01834     0.911628       39284 
387.176        0.01795        1.01828     1.037      1.01839     0.911535       39282 
387.859        0.018          1.01833     1.0371     1.01843     0.911443       39280 
388.494        0.01805        1.01838     1.0372     1.01848     0.91135        39278 
389.037        0.0181         1.01843     1.0373     1.01852     0.911257       39276 
390.047        0.01815        1.01849     1.0374     1.01857     0.911164       39274 
391.595        0.0182         1.01854     1.0375     1.01862     0.911071       39272 
392.477        0.01825        1.01859     1.0377     1.01876     0.910979       39270 
392.617        0.0183         1.01864     1.0378     1.01881     0.910886       39268 
394.753        0.01835        1.01869     1.0379     1.01885     0.910793       39266 
395.521        0.0184         1.01874     1.038      1.0189     0.9107         39264 
395.857        0.01845        1.0188     1.0381     1.01895     0.910608       39262 
397.957        0.0185         1.01885     1.0382     1.01899     0.910515       39260 
400.359        0.01855        1.0189     1.0383     1.01904     0.910422       39258 
402.116        0.0186         1.01895     1.0384     1.01909     0.910329       39256 
403.209        0.01865        1.019      1.0385     1.01913     0.910236       39254 
404.596        0.0187         1.01906     1.0386     1.01918     0.910144       39252 
404.901        0.01875        1.01911     1.0387     1.01922     0.910051       39250 
407.469        0.0188         1.01916     1.0388     1.01927     0.909958       39248 
408.271        0.01885        1.01921     1.0389     1.01932     0.909866       39246 
408.541        0.0189         1.01926     1.039      1.01936     0.909773       39244 
410.069        0.01895        1.01932     1.0391     1.01941     0.90968        39242 
411.377        0.019          1.01937     1.0393     1.01955     0.909587       39240 
412.619        0.01905        1.01942     1.0394     1.0196     0.909495       39238 
416.148        0.0191         1.01947     1.0395     1.01965     0.909402       39236 
418.403        0.01915        1.01952     1.0396     1.01969     0.909309       39234 
423.021        0.0192         1.01958     1.0397     1.01974     0.909217       39232 
423.415        0.01925        1.01963     1.0398     1.01978     0.909124       39230 
423.766        0.0193         1.01968     1.0399     1.01983     0.909031       39228 
425.557        0.01935        1.01973     1.04       1.01988     0.908938       39226 
425.998        0.0194         1.01978     1.0401     1.01992     0.908846       39224 
427.533        0.01945        1.01984     1.0403     1.02007     0.908753       39222 
427.605        0.0195         1.01989     1.0404     1.02011     0.90866        39220 
427.651        0.01955        1.01994     1.0405     1.02016     0.908568       39218 
428.479        0.0196         1.01999     1.0406     1.0202     0.908475       39216 
428.684        0.01965        1.02004     1.0407     1.02025     0.908382       39214 
428.781        0.0197         1.0201     1.0408     1.0203     0.90829        39212 
430.052        0.01975        1.02015     1.0409     1.02034     0.908197       39210 
430.549        0.0198         1.0202     1.041      1.02039     0.908105       39208 
431.672        0.01985        1.02025     1.0411     1.02043     0.908012       39206 
431.783        0.0199         1.0203     1.0412     1.02048     0.907919       39204 
436.673        0.01995        1.02036     1.0413     1.02053     0.907827       39202 
441.092        0.02           1.02041     1.0414     1.02057     0.907734       39200 
441.297        0.02005        1.02046     1.0415     1.02062     0.907641       39198 
442.162        0.0201         1.02051     1.0416     1.02066     0.907549       39196 
445.083        0.02015        1.02056     1.0417     1.02071     0.907456       39194 
445.636        0.0202         1.02062     1.0418     1.02076     0.907364       39192 
447.034        0.02025        1.02067     1.0419     1.0208     0.907271       39190 
447.207        0.0203         1.02072     1.042      1.02085     0.907178       39188 
447.327        0.02035        1.02077     1.0421     1.02089     0.907086       39186 
447.368        0.0204         1.02082     1.0422     1.02094     0.906993       39184 
447.482        0.02045        1.02088     1.0423     1.02098     0.906901       39182 
450.599        0.0205         1.02093     1.0424     1.02103     0.906808       39180 
451.512        0.02055        1.02098     1.0425     1.02108     0.906715       39178 
451.809        0.0206         1.02103     1.0426     1.02112     0.906623       39176 
452.483        0.02065        1.02109     1.0427     1.02117     0.90653        39174 
452.572        0.0207         1.02114     1.0428     1.02121     0.906438       39172 
452.931        0.02075        1.02119     1.0429     1.02126     0.906345       39170 
453.982        0.0208         1.02124     1.043      1.02131     0.906253       39168 
454.77         0.02085        1.02129     1.0431     1.02135     0.90616        39166 
455.346        0.0209         1.02135     1.0432     1.0214     0.906068       39164 
457.983        0.02095        1.0214     1.0433     1.02144     0.905975       39162 
460.709        0.021          1.02145     1.0434     1.02149     0.905883       39160 
460.954        0.02105        1.0215     1.0435     1.02153     0.90579        39158 
464.599        0.0211         1.02155     1.0436     1.02158     0.905697       39156 
464.776        0.02115        1.02161     1.0437     1.02163     0.905605       39154 
